class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	roc_rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
protein_carrier_GO:0008320	8	8	2.196707631	0.31531	1.535643265	0.58278	0.572529561	0.40152685	0.264348341	0.260293804	0.274365883	0.388016702	0.338068995	0.268215766	0.796124424	0.862431873	0.909276217	0.932614204
"protein_complex_assembly,_multichaperone_pathway_GO:0006462"	105	79	1.562460666	0.56975	1.894313749	0.43989	0.509436288	0.62526012	0.090001735	0.088636751	0.10200742	0.138141324	0.054762265	0.167615809	0.240227422	0.343032715	0.371236962	0.500625793
protein_complex_assembly_GO:0006461	4	4	1.93588146	0.40899	1.485020027	0.60275	0.410968403	0.392849461	0.363346095	0.407966121	0.395968463	0.305396706	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
protein_C-terminus_binding_GO:0008022	29	18	1.312158849	0.69201	1.218436776	0.71934	0.438323803	0.619280121	0.160868491	0.094232889	0.028907118	0.129391394	0.268387063	0.420900367	0.598509034	0.716626207	0.807252109	0.854649863
protein_degradation_tagging_GO:0000211	9	5	1.973987013	0.39442	1.58484114	0.55965	0.578024364	0.393701458	0.3408378	0.352456259	0.406617398	0.340818231	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
protein_disulfide_isomerase_GO:0003756	7	5	1.490919051	0.60357	1.296897355	0.6819	0.455144132	0.46232478	0.264739024	0.352456259	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
protein_disulfide_oxidoreductase_GO:0015035	7	5	1.490919051	0.60357	1.296897355	0.6819	0.455144132	0.46232478	0.264739024	0.352456259	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
protein_domain_specific_binding_GO:0019904	11	7	1.922362252	0.41357	1.153163773	0.75266	0.610258001	0.344942138	0.097187738	0.235337624	0.250464626	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
protein_folding_GO:0006457	82	66	2.115511913	0.34265	1.712224857	0.50429	0.542593615	0.288461394	0.097131262	0.04853134	0.127046398	0.045127485	0.089979024	0.229834409	0.169049918	0.364651787	0.45502554	0.561253846
protein_geranylgeranyltransferase_GO:0004661	7	5	1.264365516	0.7158	0.960173992	0.83865	0.386226028	0.565637838	0.10276502	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
protein_histidine_kinase_GO:0004673	11	6	2.000728961	0.38383	2.866655002	0.18764	0.531363088	0.378066753	0.287724492	0.194525902	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
protein_kinase_A_anchor_protein_GO:0005079	13	13	2.110959904	0.34419	1.201159867	0.72762	0.549977247	0.428381326	0.20705954	0.112163579	0.285970194	0.257852923	0.173263159	0.101105435	0.690311004	0.786178192	0.856762316	0.892793198
protein_kinase_activator_GO:0030295	7	4	1.743367779	0.48829	1.734008897	0.49818	0.492884708	0.438924039	0.363346095	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
protein_kinase_C_activation_GO:0007205	15	12	1.736906514	0.49101	1.567980625	0.56703	0.543316433	0.438520129	0.104088332	0.156578129	0.294565625	0.36965538	0.416214723	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
protein_kinase_C_binding_GO:0005080	15	10	2.158217588	0.32782	1.926635834	0.4283	0.579821385	0.287265912	0.243953754	0.208351737	0.172408133	0.386545575	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
protein_kinase_C_GO:0004697	16	10	2.22795882	0.30517	2.391529594	0.2883	0.575802559	0.319122869	0.243953754	0.111634926	0.172408133	0.321267148	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
protein_kinase_cascade_GO:0007243	105	72	1.987752088	0.38921	1.195540998	0.73018	0.494171868	0.37135548	0.078728096	0.098312037	0.109741029	0.151337933	0.182573361	0.127366	0.267518352	0.262577562	0.42345907	0.53242144
protein_kinase_inhibition_GO:0006469	10	6	1.430052527	0.63315	1.641840386	0.5359	0.451125854	0.599990025	0.287724492	0.29230361	0.400840106	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
protein_kinase_inhibitor_GO:0004860	32	20	1.924723863	0.41278	1.329416401	0.66869	0.519127598	0.395142137	0.134573211	0.191162748	0.211901182	0.283891496	0.352012613	0.377035706	0.565288881	0.690548994	0.788250623	0.839846561
protein_kinase_regulator_GO:0019887	82	53	2.464934869	0.23693	1.853396362	0.45248	0.570592773	0.174890683	0.076152088	0.017460269	0.021009056	0.16946784	0.14964216	0.134829733	0.12505965	0.180680105	0.104933684	0.066352447
protein_lipidation_GO:0006497	17	13	1.601204527	0.55247	1.444523801	0.62377	0.506728331	0.41374319	0.20705954	0.2096781	0.219115	0.228456391	0.38687269	0.535374705	0.690311004	0.786178192	0.856762316	0.892793198
protein_localization_GO:0008104	13	8	2.521514114	0.22294	3.071088789	0.15545	0.689309846	0.19802542	0.062483694	0.145307994	0.119173903	0.388016702	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
protein_metabolism_GO:0019538	23	18	1.605346647	0.5508	1.653681966	0.52928	0.509214518	0.420269329	0.174498731	0.158091322	0.209742673	0.129391394	0.268387063	0.420900367	0.598509034	0.716626207	0.807252109	0.854649863
protein_methyltransferase_GO:0008276	7	4	1.432417506	0.63206	1.264826982	0.69599	0.431862036	0.543225322	0.363346095	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
protein_phosphatase_inhibitor_GO:0004864	9	7	1.499600647	0.60012	0.96190215	0.83865	0.418144529	0.65914786	0.106201912	0.23567052	0.384158582	0.380302248	0.318190003	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
protein_phosphatase_regulator_GO:0019888	41	26	1.920251378	0.41424	1.647529429	0.53278	0.525197656	0.384656192	0.155388853	0.16777283	0.192205005	0.236426418	0.295184399	0.286338073	0.476247984	0.61784048	0.73386239	0.796937118
"protein_phosphatase_type_1,_regulator_GO:0008599"	8	4	1.530229364	0.58469	1.647529429	0.53278	0.441178244	0.416846559	0.188107626	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
protein_phosphatase_type_1_complex_GO:0000164	45	31	1.711632514	0.50301	1.713265939	0.50429	0.496551724	0.430238041	0.141215725	0.152611686	0.103724002	0.199193412	0.244173631	0.344494828	0.41281951	0.563098292	0.691389171	0.762836497
protein_phosphatase_type_1_GO:0000163	7	4	1.819320849	0.45624	1.282522888	0.68753	0.484111192	0.398377052	0.363346095	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
"protein_phosphatase_type_2A,_regulator_GO:0008601"	16	9	2.1316663	0.33733	1.743971748	0.49613	0.590134481	0.395058019	0.123014772	0.180828505	0.146882411	0.38969625	0.518252831	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
protein_phosphatase_type_2A_complex_GO:0000159	50	33	2.324124112	0.27498	1.743971748	0.49613	0.518210057	0.314468695	0.138125464	0.139751778	0.138676959	0.224158887	0.224548371	0.333095173	0.389870498	0.542575852	0.675089476	0.749602792
protein_phosphatase_type_2A_GO:0000158	18	10	1.952432393	0.40159	1.425334662	0.63025	0.543639874	0.323158077	0.17936871	0.208351737	0.172408133	0.386545575	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
protein_phosphatase_type_2C_GO:0015071	45	31	1.819320849	0.45624	1.282522888	0.68753	0.496551724	0.398377052	0.141215725	0.152611686	0.103724002	0.199193412	0.244173631	0.344494828	0.41281951	0.563098292	0.691389171	0.762836497
protein_prenyltransferase_GO:0008318	23	14	1.759374541	0.48103	1.622075055	0.54126	0.464613447	0.508468341	0.127389087	0.184416759	0.274059085	0.343663725	0.381875059	0.352004183	0.670892621	0.771751163	0.846625565	0.885032591
protein_secretion_GO:0009306	19	16	1.72906359	0.4948	0.973387074	0.83223	0.442663043	0.700755722	0.119409507	0.064873275	0.243838987	0.312961053	0.377144221	0.365477786	0.293530231	0.222491487	0.158410895	0.122049749
protein_serine/threonine_phosphatase_complex_GO:0008287	80	60	1.397730131	0.65028	1.010041741	0.81634	0.402169338	0.873607525	0.022042176	0.034489183	0.066213221	0.027905629	0.056438738	0.16494554	0.179880593	0.328400272	0.488919341	0.591624786
protein_serine/threonine_phosphatase_GO:0004722	69	50	1.730123598	0.49387	1.201775397	0.72762	0.481253941	0.519259634	0.093567783	0.118845124	0.122857717	0.116597842	0.097953859	0.222632983	0.239626673	0.395593689	0.551047259	0.645883549
protein_stabilization_GO:0017028	4	4	1.007664865	0.83683	1.012855917	0.81572	0.414345152	0.646982216	0.363346095	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
protein_synthesis_elongation_GO:0006414	23	18	4.081978138	0.03732	4.863279433	0.03229	0.731591098	0.041802371	0.012216099	0.001508009	2.94E-04	3.21E-05	1.19E-04	1.08E-04	0.076452557	0.24125622	0.807252109	0.854649863
protein_synthesis_initiation_GO:0006413	28	21	1.801654974	0.46389	1.243252784	0.7066	0.516299813	0.420528243	0.154516909	0.177118892	0.219797387	0.280107336	0.343575965	0.364301655	0.549373909	0.677866122	0.778916578	0.832540017
protein_synthesis_termination_GO:0006415	4	4	2.20153585	0.31394	3.049930781	0.15856	0.646134829	0.33752078	0.311773529	0.273412745	0.129025391	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
protein_tagging_GO:0008638	13	8	1.756878705	0.48201	1.58484114	0.55965	0.547674348	0.406430314	0.264348341	0.186122157	0.360648127	0.388016702	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
protein_targeting_GO:0006605	122	98	2.312015913	0.27822	1.561473631	0.57022	0.568102723	0.170635585	0.015872138	0.028947112	0.015290399	0.063227185	0.133838704	0.192130598	0.155226109	0.272113116	0.213341529	0.155760074
protein_threonine/tyrosine_kinase_GO:0004712	17	9	2.034615658	0.37082	1.385504798	0.64828	0.406553772	0.577150444	0.104526568	0.14468651	0.33327751	0.38969625	0.353574361	0.28761675	0.201432543	0.142351207	0.89852464	0.924512343
protein_translocase_GO:0015450	10	7	2.010231416	0.3798	0.708298229	0.92539	0.468073006	0.551695727	0.228008245	0.23567052	0.384158582	0.380302248	0.318190003	0.246213824	0.165822794	0.87854219	0.920155117	0.94078607
protein_tyrosine/serine/threonine_phosphatase_GO:0008138	94	63	2.12830189	0.33818	1.416825946	0.63493	0.491702961	0.313648976	0.10044742	0.10669455	0.123761006	0.157875831	0.197790301	0.169953691	0.30278987	0.367955861	0.357927478	0.57624204
protein_tyrosine_phosphatase_GO:0004725	49	37	1.908778089	0.41932	1.139024483	0.75711	0.521940029	0.442222026	0.131539745	0.11718182	0.133127249	0.164350164	0.22711133	0.156757551	0.373445106	0.349407897	0.643622618	0.723810894
protein_ubiquitination_GO:0016567	5	5	0.902716268	0.88092	0.954560051	0.84162	0.347702328	0.736478017	0.264739024	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
protein-cofactor_linkage_GO:0018065	6	4	1.79903474	0.46464	1.968959714	0.41254	0.547937771	0.45397636	0.311773529	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
protein-glutamine_gamma-glutamyltransferase_GO:0003810	6	5	1.649948036	0.53084	1.597832539	0.55514	0.503340972	0.46331386	0.3408378	0.315002784	0.406617398	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
protein-hormone_receptor_GO:0016500	13	7	0.632348325	0.96311	0.372716606	0.98935	0.23688882	0.866463598	0.027468104	0.075271593	0.252313667	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
protein-lipoylation_GO:0009249	6	4	1.79903474	0.46464	1.968959714	0.41254	0.547937771	0.45397636	0.311773529	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
protein-membrane_targeting_GO:0006612	33	28	2.896024889	0.14663	1.760911587	0.48902	0.624710588	0.170893542	0.008402736	0.062035517	0.062718318	0.178297211	0.281241099	0.238887663	0.142301787	0.0783845	0.038560774	0.022518953
protein-mitochondrial_targeting_GO:0006626	5	4	3.366523592	0.0867	4.705533774	0.03785	0.737548239	0.222103478	0.311773529	0.081392712	0.129025391	0.05500358	0.226278927	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
"protein-nucleus_import,_docking_GO:0000059"	36	31	1.897820503	0.42406	1.887443591	0.44205	0.554206428	0.288946373	0.124456601	0.127927557	0.023338329	0.126421605	0.107688769	0.344494828	0.371193243	0.563098292	0.691389171	0.762836497
"protein-nucleus_import,_translocation_GO:0000060"	17	14	1.872974772	0.43373	1.692699118	0.51197	0.5956377	0.336536152	0.054491859	0.202609025	0.274059085	0.203908983	0.3595959	0.510231549	0.670892621	0.771751163	0.846625565	0.885032591
protein-nucleus_import_GO:0006606	7	5	2.231442617	0.30386	1.843038858	0.45576	0.619177421	0.322675712	0.056411647	0.315002784	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
protein-peroxisome_targeting_GO:0006625	9	7	2.418711852	0.24874	2.429922174	0.27896	0.650759182	0.262053115	0.097187738	0.105082705	0.250464626	0.380302248	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
proteoglycan_GO:0005203	6	6	1.633623019	0.53779	1.651717081	0.52974	0.500341777	0.492985767	0.298042945	0.29230361	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
proteoglycan_metabolism_GO:0006029	11	8	1.338473415	0.67848	1.309663019	0.67746	0.522170608	0.543383141	0.264348341	0.291254532	0.360648127	0.388016702	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
proton_transport_GO:0015992	61	48	2.048671952	0.36601	1.577174858	0.56297	0.510502546	0.390842153	0.115793933	0.123617184	0.149711284	0.159697733	0.193071435	0.206040144	0.35405146	0.369970703	0.325707671	0.65730998
proton-transporting_ATP_synthase_complex_(sensu_Eukarya)_GO:0005753	11	10	3.265356896	0.09699	3.553723861	0.09763	0.662997828	0.200663609	0.17936871	0.111634926	0.065491795	0.066897413	0.124371819	0.067331543	0.217548119	0.155285979	0.106257288	0.916479896
proton-transporting_ATP_synthase_complex_GO:0045259	11	10	3.265356896	0.09699	3.553723861	0.09763	0.662997828	0.200663609	0.17936871	0.111634926	0.065491795	0.066897413	0.124371819	0.067331543	0.217548119	0.155285979	0.106257288	0.916479896
pteridine_biosynthesis_GO:0006728	4	4	7.504861451	2.30E-04	10.73754891	2.80E-04	0.782561505	0.178916501	0.311773529	0.081392712	0.018670243	0.004397315	0.001291429	3.90E-04	0.004454242	0.001929448	8.10E-04	4.38E-04
pteridine_metabolism_GO:0019889	4	4	7.504861451	2.30E-04	10.73754891	2.80E-04	0.782561505	0.178916501	0.311773529	0.081392712	0.018670243	0.004397315	0.001291429	3.90E-04	0.004454242	0.001929448	8.10E-04	4.38E-04
P-type_ATPase_GO:0015662	31	25	1.928805254	0.41131	1.042148437	0.80158	0.461588683	0.622155205	0.074504462	0.137683277	0.206985001	0.234270078	0.277833524	0.218909761	0.355088878	0.294550257	0.22259869	0.176473639
purine_base_metabolism_GO:0006144	7	6	2.120866885	0.34071	2.002719858	0.40229	0.593606755	0.3768944	0.287724492	0.32660975	0.217751929	0.365128917	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
purine_nucleoside_catabolism_GO:0006152	5	5	1.223648356	0.73648	1.067645733	0.79142	0.498034013	0.553394396	0.3408378	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
purine_nucleoside_monophosphate_biosynthesis_GO:0009127	5	5	2.225349546	0.30582	1.917534905	0.43198	0.61119286	0.366716313	0.3408378	0.315002784	0.176686362	0.340818231	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
purine_nucleoside_monophosphate_metabolism_GO:0009126	22	15	2.785075814	0.1672	2.034098362	0.39417	0.606545103	0.217584267	0.089416128	0.156384713	0.076147138	0.051811218	0.201611772	0.359478518	0.283116362	0.212459871	0.836607538	0.877338514
purine_nucleoside_triphosphate_biosynthesis_GO:0009145	16	9	3.320729141	0.09111	2.133747229	0.35854	0.636619605	0.192534493	0.123014772	0.180828505	0.146882411	0.052441244	0.107013032	0.28761675	0.201432543	0.142351207	0.89852464	0.924512343
purine_nucleoside_triphosphate_metabolism_GO:0009144	16	9	3.320729141	0.09111	2.133747229	0.35854	0.636619605	0.192534493	0.123014772	0.180828505	0.146882411	0.052441244	0.107013032	0.28761675	0.201432543	0.142351207	0.89852464	0.924512343
purine_nucleotide_biosynthesis_GO:0006164	25	17	2.837045744	0.15749	2.034098362	0.39417	0.651975587	0.135718092	0.049323373	0.129684592	0.045970573	0.072039819	0.225717172	0.370123503	0.303137319	0.232086096	0.816922162	0.862147705
purine_nucleotide_metabolism_GO:0006163	30	21	2.511666863	0.22538	1.937605499	0.42497	0.610536613	0.194064163	0.032828384	0.177118892	0.091936689	0.115184323	0.26037279	0.377327275	0.334214414	0.266340308	0.778916578	0.832540017
purine_ribonucleoside_monophosphate_biosynthesis_GO:0009168	5	5	2.225349546	0.30582	1.917534905	0.43198	0.61119286	0.366716313	0.3408378	0.315002784	0.176686362	0.340818231	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
purine_ribonucleoside_monophosphate_metabolism_GO:0009167	6	6	1.869381583	0.43531	1.917534905	0.43198	0.51344994	0.503627765	0.298042945	0.32660975	0.217751929	0.365128917	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
purinergic_nucleotide_receptor_GO:0001614	4	4	1.303330081	0.69696	1.672250887	0.52162	0.458664978	0.57969737	0.363346095	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
pyrimidine_base_metabolism_GO:0006206	8	7	3.966696193	0.04295	4.108462542	0.05868	0.826448133	0.064728575	0.017849715	0.028136939	0.019667639	0.003283145	0.318190003	0.246213824	0.819150366	0.87854219	0.920155117	0.94078607
pyrimidine_biosynthesis_GO:0019856	7	6	4.332216541	0.02722	4.404503778	0.04774	0.855890631	0.060011367	0.031733678	0.01162469	0.010256321	0.001575438	0.293365414	0.221402821	0.842839337	0.894951432	0.931162832	0.949028537
pyrimidine_nucleoside_monophosphate_biosynthesis_GO:0009130	5	4	1.565162153	0.5688	1.584874567	0.55965	0.561414616	0.444692076	0.311773529	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
pyrimidine_nucleoside_monophosphate_metabolism_GO:0009129	18	13	2.704027963	0.18355	1.977744746	0.41058	0.622609794	0.245863159	0.147990388	0.112163579	0.123724225	0.113516646	0.173263159	0.342924621	0.259713331	0.191033953	0.856762316	0.892793198
pyrimidine_nucleoside_triphosphate_biosynthesis_GO:0009148	11	7	3.456387809	0.07854	2.133747229	0.35854	0.651551971	0.248075867	0.226674145	0.105082705	0.090646792	0.027401487	0.072208942	0.246213824	0.165822794	0.114864695	0.920155117	0.94078607
pyrimidine_nucleoside_triphosphate_metabolism_GO:0009147	11	7	3.456387809	0.07854	2.133747229	0.35854	0.651551971	0.248075867	0.226674145	0.105082705	0.090646792	0.027401487	0.072208942	0.246213824	0.165822794	0.114864695	0.920155117	0.94078607
pyrimidine_nucleotide_biosynthesis_GO:0006221	9	7	2.963251192	0.13657	2.578818235	0.24252	0.683005015	0.19063157	0.097187738	0.235337624	0.250464626	0.137044466	0.318190003	0.246213824	0.819150366	0.87854219	0.920155117	0.94078607
pyrimidine_nucleotide_metabolism_GO:0006220	25	19	2.935986528	0.14055	2.133747229	0.35854	0.669407299	0.108693875	0.025403229	0.058653034	0.068067986	0.033639676	0.105121279	0.166323769	0.320077252	0.250014072	0.797695367	0.847216329
pyrimidine_nucleotide_sugar_transporter_GO:0015165	6	5	2.172554279	0.3232	1.172258056	0.74388	0.462573875	0.493880197	0.3408378	0.352456259	0.406617398	0.340818231	0.262961928	0.193560545	0.867210343	0.911665109	0.942300871	0.957342207
pyrimidine_ribonucleoside_triphosphate_biosynthesis_GO:0009209	10	6	3.929218046	0.0451	5.014698946	0.02866	0.714495376	0.183148495	0.148067816	0.065133259	0.063036818	0.017534075	0.055472249	0.221402821	0.146226035	0.100282062	0.931162832	0.949028537
pyrimidine_ribonucleoside_triphosphate_metabolism_GO:0009208	10	6	3.929218046	0.0451	5.014698946	0.02866	0.714495376	0.183148495	0.148067816	0.065133259	0.063036818	0.017534075	0.055472249	0.221402821	0.146226035	0.100282062	0.931162832	0.949028537
pyrophosphatase_GO:0016462	7	4	1.568577988	0.56691	1.38721484	0.64692	0.517938977	0.416846559	0.363346095	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
RAB_GTPase_activator_GO:0005097	7	6	2.556145325	0.21479	2.535518799	0.25418	0.654905509	0.279986191	0.287724492	0.194525902	0.217751929	0.365128917	0.293365414	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
RAB_small_monomeric_GTPase_GO:0003928	46	32	2.553514971	0.2156	1.916983631	0.43198	0.586708918	0.18025446	0.052884537	0.105293228	0.096812605	0.198974205	0.208754858	0.127111998	0.047934182	0.331386581	0.262334718	0.212652788
"racemase_and_epimerase,_acting_on_carbohydrates_and_derivatives_GO:0016857"	7	7	1.965152081	0.39724	1.793461771	0.47452	0.569067439	0.393393588	0.293566908	0.316051075	0.384158582	0.380302248	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
racemase_and_epimerase_GO:0016854	5	5	1.840616823	0.44688	1.793461771	0.47452	0.597418888	0.418736966	0.3408378	0.352456259	0.406617398	0.340818231	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
radiation_response_GO:0009314	9	9	2.066072376	0.35961	1.802705931	0.47183	0.579099795	0.380829314	0.223139599	0.180828505	0.28980653	0.38969625	0.353574361	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
RAN_protein_binding_GO:0008536	12	11	2.543678016	0.21803	2.015163615	0.39961	0.61321117	0.215587393	0.215736008	0.141506183	0.19477583	0.228097343	0.373477846	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
RAS_GTPase_activator_GO:0005099	11	5	3.77034551	0.05437	3.083040984	0.15426	0.77703534	0.130798178	0.056411647	0.140685123	0.038355956	0.081855304	0.039773461	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
RAS_guanyl-nucleotide_exchange_factor_GO:0005088	5	4	1.553474828	0.57421	2.467721185	0.26897	0.509617704	0.507178326	0.311773529	0.273412745	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
RAS_protein_signal_transduction_GO:0007265	42	32	1.809458376	0.46048	1.939127722	0.42344	0.555950508	0.354707216	0.029532824	0.043743568	0.180812111	0.101514497	0.09628828	0.214434721	0.401181646	0.552742461	0.683191212	0.756191098
RAS_small_monomeric_GTPase_GO:0003930	21	16	1.616626009	0.54522	1.310295483	0.67641	0.495878623	0.560437532	0.125184738	0.135469216	0.149400806	0.312961053	0.377144221	0.365477786	0.293530231	0.743681454	0.826706857	0.869710404
receptor_guanylate_cyclase_GO:0008075	9	8	2.863118514	0.15263	1.248730843	0.70261	0.519953547	0.477256988	0.256698389	0.260293804	0.274365883	0.388016702	0.338068995	0.268215766	0.184207538	0.128882531	0.087031199	0.065374928
receptor_guanylyl_cyclase_signaling_pathway_GO:0007168	5	4	0.898041401	0.88248	1.047948706	0.79994	0.313525084	0.680481796	0.188107626	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
receptor_mediated_endocytosis_GO:0006898	21	18	1.050971519	0.81715	0.885929385	0.87105	0.375258382	0.828817148	0.063412737	0.039471525	0.113357745	0.129391394	0.268387063	0.420900367	0.598509034	0.716626207	0.807252109	0.854649863
receptor_signaling_complex_scaffold_protein_GO:0030159	6	5	1.992785512	0.38688	1.596676112	0.55514	0.516053552	0.492851463	0.3408378	0.315002784	0.176686362	0.340818231	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
receptor_signaling_protein_serine/threonine_kinase_GO:0004702	32	26	2.323538938	0.27556	1.022960696	0.8119	0.55675286	0.627287621	0.13745813	0.113778423	0.192205005	0.236426418	0.279807012	0.22605589	0.476247984	0.61784048	0.73386239	0.796937118
receptor_signaling_protein_serine/threonine_kinase_signaling_protein_GO:0005076	44	32	2.066288235	0.35961	1.596676112	0.55514	0.450084705	0.291672086	0.051261222	0.146742284	0.176897045	0.198974205	0.114436186	0.045148233	0.047934182	0.017668973	0.262334718	0.212652788
receptor_signaling_protein_tyrosine_kinase_GO:0004716	19	10	1.533205701	0.58376	1.172997318	0.74388	0.460825489	0.579074177	0.227404233	0.111080937	0.304173875	0.386545575	0.36522222	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
receptor-associated_protein_GO:0016962	22	20	2.848282327	0.15509	2.091203955	0.37259	0.643414693	0.153669081	0.017854692	0.004899268	0.079911362	0.011989494	0.008896523	0.17616347	0.327479635	0.258371562	0.788250623	0.839846561
regulation_of_body_size_GO:0040014	9	6	2.460021186	0.23789	1.82042839	0.4647	0.604322477	0.347919706	0.287724492	0.32660975	0.217751929	0.365128917	0.293365414	0.221402821	0.842839337	0.894951432	0.931162832	0.949028537
regulation_of_CDK_activity_GO:0000079	54	33	1.823565123	0.45442	1.30337786	0.67957	0.516567099	0.338302249	0.069439752	0.139751778	0.177617705	0.093425138	0.224548371	0.333095173	0.389870498	0.542575852	0.675089476	0.749602792
regulation_of_cell_growth_GO:0001558	51	43	2.246456693	0.29896	1.56311302	0.5692	0.562684746	0.271632419	0.013521885	0.125696326	0.062374281	0.183819047	0.232826426	0.186808152	0.365784651	0.363498309	0.309552707	0.259862491
regulation_of_DNA_recombination_GO:0000018	8	5	1.631636904	0.53872	1.273587584	0.691	0.436183814	0.560417691	0.3408378	0.315002784	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
regulation_of_G-protein_coupled_receptor_protein_signaling_pathway_GO:0008277	25	22	1.213126375	0.74145	1.18884146	0.734	0.440399279	0.697637966	0.093696953	0.013562458	0.013137223	0.082086799	0.20028329	0.347176175	0.533905133	0.665414684	0.769691946	0.825296165
regulation_of_growth_rate_GO:0040009	10	9	2.232550693	0.30319	1.915057854	0.43238	0.549816982	0.417664283	0.260074369	0.180828505	0.047817666	0.187290156	0.518252831	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
regulation_of_metabolism_GO:0019222	26	23	2.234544074	0.30257	1.952689409	0.4185	0.547238529	0.351064245	0.117857269	0.074117044	0.214717595	0.268917826	0.271111733	0.203179306	0.34580585	0.281156603	0.209679193	0.165178928
regulation_of_proteolysis_and_peptidolysis_GO:0030162	11	11	2.147236143	0.33178	1.605300947	0.55143	0.46376255	0.60825526	0.234667849	0.253265918	0.274828401	0.379580663	0.373477846	0.319382654	0.23260268	0.167701736	0.115514727	0.087599816
repairosome_GO:0000108	14	11	2.2864585	0.28635	2.085216371	0.37442	0.638678883	0.201553899	0.059473919	0.020123592	0.274828401	0.379580663	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
