class	size	virtual_size	raw score (mean)	pval (mean)	raw score (median)	pval (median)	aroc rate	log-3	log-4	log-5	log-6
protein kinase C inhibitor(GO:0008426)	8	4	0.856671828	0.2472	0.691538037	0.53537	0.68179204	0.94461449	0.98718332	0.995408376	0.998620848
protein kinase C(GO:0004697)	13	10	0.765683417	0.30207	0.618736869	0.60711	0.527612799	0.867191477	0.968254847	0.988556511	0.996554499
protein kinase cascade(GO:0007243)	119	91	0.795796625	0.28231	0.536562438	0.67962	0.550156594	0.358493401	0.744572888	0.90011961	0.968937166
protein kinase inhibition(GO:0006469)	11	7	0.459900118	0.59923	0.338487419	0.8687	0.423475845	0.905082213	0.977674912	0.991977119	0.997587317
protein kinase inhibitor(GO:0004860)	33	23	0.758770527	0.30872	0.490017658	0.71782	0.532459592	0.238271251	0.92843627	0.973856214	0.992087193
protein kinase regulator(GO:0019887)	60	51	0.848771877	0.25256	0.604041413	0.61558	0.579840679	0.482652167	0.847965153	0.942860181	0.982510688
protein lipidation(GO:0006497)	26	20	0.593100821	0.4412	0.555766218	0.66075	0.491904817	0.751896778	0.937482564	0.977231016	0.993116922
protein localization(GO:0008104)	5	5	1.286102645	0.09479	1.143512183	0.28298	0.814540435	0.931250379	0.984003986	0.994263439	0.998276259
protein metabolism(GO:0019538)	109	85	0.596476989	0.4412	0.467322043	0.74743	0.482527779	0.296263407	0.759267084	0.906417431	0.970965174
protein myristoylation(GO:0018377)	16	13	0.648039737	0.39468	0.596996222	0.62611	0.537070989	0.830874657	0.958922335	0.985146523	0.995522395
protein phosphatase inhibitor(GO:0004864)	9	5	0.577423239	0.46239	0.507278713	0.70846	0.471413781	0.931250379	0.984003986	0.994263439	0.998276259
protein phosphatase regulator(GO:0019888)	33	24	0.592626035	0.4412	0.52700965	0.68753	0.539798055	0.710158645	0.925439588	0.972733613	0.991744108
protein phosphatase type 1(GO:0000163)	42	34	0.724566052	0.33041	0.543114794	0.67003	0.537898539	0.301385457	0.895981217	0.961571492	0.988317608
protein phosphatase type 2A complex(GO:0000159)	13	12	0.511051572	0.52683	0.484494403	0.72676	0.495126257	0.842809444	0.962023493	0.986282008	0.99586635
protein phosphatase type 2A(GO:0000158)	39	31	0.624753165	0.41264	0.52700965	0.68753	0.51071733	0.642573286	0.904722436	0.964907962	0.989344728
"protein phosphatase type 2A, regulator(GO:0008601)"	17	13	0.574747073	0.46239	0.484494403	0.72676	0.537230415	0.830874657	0.958922335	0.985146523	0.995522395
protein phosphatase type 2C(GO:0015071)	21	17	0.668501488	0.37734	0.543114794	0.67003	0.487115201	0.784788813	0.946613824	0.98061634	0.994147364
protein prenyltransferase(GO:0008318)	10	9	0.981175772	0.18496	0.670817796	0.55323	0.570683239	0.879643561	0.971385102	0.989695533	0.996898693
protein processing(GO:0016485)	4	4	0.270539552	0.83527	0.383958472	0.82296	0.285340465	0.94461449	0.98718332	0.995408376	0.998620848
protein secretion(GO:0009306)	118	87	0.617645255	0.42269	0.403283078	0.80514	0.488909534	0.287861622	0.75433822	0.904313765	0.970288857
protein serine/threonine phosphatase complex(GO:0008287)	43	38	0.567952744	0.47259	0.485234491	0.72676	0.501668287	0.58137267	0.884452859	0.957139017	0.986949221
protein serine/threonine phosphatase(GO:0004722)	54	46	0.678942555	0.36856	0.543114794	0.67003	0.53763141	0.343912052	0.861823734	0.948329193	0.984216238
protein synthesis elongation(GO:0006414)	35	23	0.514539038	0.52683	0.40119396	0.80514	0.44455582	0.720372573	0.92843627	0.973856214	0.992087193
protein synthesis initiation(GO:0006413)	32	24	0.602425655	0.43212	0.460027369	0.74743	0.507983629	0.710158645	0.925439588	0.972733613	0.991744108
protein synthesis termination(GO:0006415)	9	4	0.554821541	0.48229	0.630229843	0.58591	0.511013343	0.94461449	0.98718332	0.995408376	0.998620848
protein tagging(GO:0008638)	15	13	0.549032906	0.49338	0.443338751	0.76633	0.482981267	0.830874657	0.958922335	0.985146523	0.995522395
protein threonine/tyrosine kinase(GO:0004712)	14	8	0.573257754	0.46239	0.467805428	0.74743	0.502991945	0.892272972	0.974525114	0.990835735	0.997242965
protein translocase(GO:0015450)	18	16	0.74758621	0.3159	0.606872482	0.61558	0.574068475	0.796066886	0.949676591	0.981747125	0.994491003
protein tyrosine phosphatase(GO:0004725)	88	60	0.759914361	0.30872	0.510824096	0.69716	0.517594736	0.155355238	0.82355939	0.933087444	0.979445665
protein tyrosine/serine/threonine phosphatase(GO:0008138)	33	22	0.734778848	0.32322	0.522652971	0.68753	0.566500063	0.730732192	0.931442308	0.974979981	0.992430357
protein ubiquitination(GO:0016567)	11	7	0.561169504	0.47259	0.239181592	0.94434	0.360126239	0.905082213	0.977674912	0.991977119	0.997587317
protein-arginine deiminase(GO:0004668)	4	4	0.520850805	0.51567	0.536903201	0.67962	0.504083276	0.94461449	0.98718332	0.995408376	0.998620848
protein-cofactor linkage(GO:0018065)	4	4	0.55445787	0.48229	0.596996222	0.62611	0.56978951	0.94461449	0.98718332	0.995408376	0.998620848
protein-glutamine gamma-glutamyltransferase(GO:0003810)	4	4	0.5477169	0.49338	0.598546037	0.62611	0.526598804	0.94461449	0.98718332	0.995408376	0.998620848
protein-hormone receptor(GO:0016500)	4	4	0.266157128	0.84816	0.241383286	0.9384	0.259863124	0.94461449	0.98718332	0.995408376	0.998620848
protein-lipoylation(GO:0009249)	4	4	0.55445787	0.48229	0.596996222	0.62611	0.56978951	0.94461449	0.98718332	0.995408376	0.998620848
protein-membrane targeting(GO:0006612)	68	53	0.701142552	0.34467	0.510512613	0.69716	0.519558694	0.358738504	0.145073503	0.940680536	0.98182902
protein-mitochondrial targeting(GO:0006626)	26	20	0.731574338	0.32322	0.477064366	0.73561	0.532040793	0.751896778	0.937482564	0.977231016	0.993116922
protein-nucleus export(GO:0006611)	5	4	0.739321881	0.32322	0.396632581	0.81458	0.450396825	0.94461449	0.98718332	0.995408376	0.998620848
protein-nucleus import(GO:0006606)	49	36	0.622684766	0.41264	0.409401117	0.80514	0.461431155	0.598243055	0.890199043	0.959352951	0.987633257
"protein-nucleus import, docking(GO:0000059)"	13	8	0.751460802	0.30872	0.545148283	0.67003	0.582839471	0.892272972	0.974525114	0.990835735	0.997242965
"protein-nucleus import, translocation(GO:0000060)"	6	4	0.68541815	0.36029	0.545148283	0.67003	0.535800552	0.94461449	0.98718332	0.995408376	0.998620848
protein-peroxisome targeting(GO:0006625)	8	5	0.472345945	0.57447	0.433692167	0.77592	0.471045669	0.931250379	0.984003986	0.994263439	0.998276259
proton transport(GO:0015992)	57	39	0.598507616	0.4412	0.444443356	0.76633	0.490022239	0.573115298	0.881593197	0.956033776	0.986607322
proton-transporting ATP synthase complex (sensu Eukarya)(GO:0005753)	25	13	0.395051944	0.6778	0.3651259	0.84094	0.388689606	0.830874657	0.958922335	0.985146523	0.995522395
proton-transporting ATP synthase complex(GO:0045259)	25	13	0.395051944	0.6778	0.3651259	0.84094	0.388689606	0.830874657	0.958922335	0.985146523	0.995522395
pseudouridylate synthase(GO:0004730)	7	4	0.904565224	0.22083	0.959227614	0.37452	0.468397746	0.94461449	0.98718332	0.995408376	0.998620848
pteridine biosynthesis(GO:0006728)	5	4	0.779022137	0.29527	0.911917093	0.39839	0.607861744	0.94461449	0.98718332	0.995408376	0.998620848
pteridine metabolism(GO:0019889)	5	4	0.779022137	0.29527	0.911917093	0.39839	0.607861744	0.94461449	0.98718332	0.995408376	0.998620848
P-type ATPase(GO:0015662)	26	17	0.771933116	0.29527	0.638932605	0.58591	0.554829005	0.191727235	0.946613824	0.98061634	0.994147364
purine base metabolism(GO:0006144)	6	4	0.489686854	0.56274	0.395889198	0.81458	0.445508397	0.94461449	0.98718332	0.995408376	0.998620848
purine nucleoside catabolism(GO:0006152)	6	4	0.313745505	0.78375	0.44441951	0.76633	0.305296756	0.94461449	0.98718332	0.995408376	0.998620848
purine nucleoside monophosphate metabolism(GO:0009126)	17	13	0.973418018	0.18908	0.498396412	0.71782	0.577334928	0.830874657	0.958922335	0.985146523	0.995522395
purine nucleoside triphosphate biosynthesis(GO:0009145)	9	7	0.99448975	0.18098	1.037130827	0.33752	0.660699903	0.905082213	0.977674912	0.991977119	0.997587317
purine nucleoside triphosphate metabolism(GO:0009144)	9	7	0.99448975	0.18098	1.037130827	0.33752	0.660699903	0.905082213	0.977674912	0.991977119	0.997587317
purine nucleotide biosynthesis(GO:0006164)	17	13	1.126532395	0.13545	0.795852603	0.46585	0.663637571	0.155152234	0.040315053	0.985146523	0.995522395
purine nucleotide catabolism(GO:0006195)	5	4	1.204306874	0.11279	0.498396412	0.71782	0.485075914	0.94461449	0.98718332	0.995408376	0.998620848
purine nucleotide metabolism(GO:0006163)	33	24	0.96839396	0.1932	0.639087703	0.58591	0.580907501	0.245134275	0.071920366	0.972733613	0.991744108
purine nucleotide transport(GO:0015865)	9	5	0.629353799	0.41264	0.237234436	0.94434	0.463131255	0.931250379	0.984003986	0.994263439	0.998276259
purine salvage(GO:0006166)	10	6	0.618754478	0.42269	0.711583082	0.52133	0.553650867	0.918073823	0.980834526	0.993119687	0.997931748
purinergic nucleotide receptor(GO:0001614)	4	4	0.354393243	0.73032	0.366700245	0.84094	0.345554405	0.94461449	0.98718332	0.995408376	0.998620848
pyridine nucleotide metabolism(GO:0019362)	9	8	0.698880949	0.35255	0.609131984	0.61558	0.566326237	0.892272972	0.974525114	0.990835735	0.997242965
pyrimidine base metabolism(GO:0006206)	9	6	0.872033073	0.23621	0.653583451	0.57017	0.582911489	0.918073823	0.980834526	0.993119687	0.997931748
pyrimidine biosynthesis(GO:0019856)	8	5	0.879014674	0.23621	0.652966773	0.57017	0.549545611	0.931250379	0.984003986	0.994263439	0.998276259
pyrimidine nucleoside monophosphate biosynthesis(GO:0009130)	6	4	0.398401514	0.6778	0.528457468	0.68753	0.407177364	0.94461449	0.98718332	0.995408376	0.998620848
pyrimidine nucleoside monophosphate metabolism(GO:0009129)	20	13	0.569072587	0.47259	0.490912184	0.71782	0.46393871	0.830874657	0.958922335	0.985146523	0.995522395
pyrimidine nucleoside triphosphate biosynthesis(GO:0009148)	13	8	0.70238406	0.34467	0.795852603	0.46585	0.52698504	0.892272972	0.974525114	0.990835735	0.997242965
pyrimidine nucleoside triphosphate metabolism(GO:0009147)	13	8	0.70238406	0.34467	0.795852603	0.46585	0.52698504	0.892272972	0.974525114	0.990835735	0.997242965
pyrimidine nucleotide biosynthesis(GO:0006221)	11	8	0.811575123	0.26998	0.653583451	0.57017	0.599208861	0.892272972	0.974525114	0.990835735	0.997242965
pyrimidine nucleotide metabolism(GO:0006220)	28	19	0.71143256	0.33733	0.652966773	0.57017	0.536916089	0.762705954	0.940516839	0.978358287	0.993460324
pyrimidine nucleotide sugar transporter(GO:0015165)	4	4	0.539296133	0.50472	0.898421317	0.40972	0.466269841	0.94461449	0.98718332	0.995408376	0.998620848
pyrimidine ribonucleoside triphosphate biosynthesis(GO:0009209)	9	6	0.80056281	0.27595	0.954164778	0.37452	0.601453444	0.918073823	0.980834526	0.993119687	0.997931748
pyrimidine ribonucleoside triphosphate metabolism(GO:0009208)	9	6	0.80056281	0.27595	0.954164778	0.37452	0.601453444	0.918073823	0.980834526	0.993119687	0.997931748
pyrophosphatase(GO:0016462)	9	7	0.774169711	0.29527	0.949009644	0.37913	0.60088433	0.905082213	0.977674912	0.991977119	0.997587317
pyruvate dehydrogenase(GO:0004738)	4	4	0.413554714	0.65065	0.271247824	0.91678	0.361197378	0.94461449	0.98718332	0.995408376	0.998620848
RAB GTPase activator(GO:0005097)	6	4	0.273578569	0.83527	0.264756239	0.9248	0.277490223	0.94461449	0.98718332	0.995408376	0.998620848
RAB small monomeric GTPase(GO:0003928)	41	33	0.702426334	0.34467	0.402542864	0.80514	0.496350697	0.296698586	0.096153108	0.962682493	0.988659902
racemase and epimerase(GO:0016854)	10	8	0.995989852	0.18098	0.59441632	0.62611	0.61825374	0.892272972	0.974525114	0.990835735	0.997242965
"racemase and epimerase, acting on carbohydrates and derivatives(GO:0016857)"	7	5	1.067281374	0.15507	0.59441632	0.62611	0.661888876	0.931250379	0.984003986	0.994263439	0.998276259
radiation response(GO:0009314)	103	79	0.722019652	0.33041	0.497357152	0.71782	0.514458049	0.322955899	0.774240717	0.912754882	0.972996009
RAN protein binding(GO:0008536)	17	13	0.666852342	0.37734	0.346439097	0.8605	0.447083832	0.830874657	0.958922335	0.985146523	0.995522395
RAS GTPase activator(GO:0005099)	8	7	0.780229169	0.28855	0.65493617	0.57017	0.594112136	0.905082213	0.977674912	0.991977119	0.997587317
RAS guanyl-nucleotide exchange factor(GO:0005088)	6	4	0.399694107	0.6778	0.563203078	0.65095	0.406400966	0.94461449	0.98718332	0.995408376	0.998620848
RAS protein signal transduction(GO:0007265)	42	33	0.726419417	0.33041	0.42481562	0.78572	0.503747224	0.624463173	0.898885869	0.962682493	0.988659902
RAS small monomeric GTPase(GO:0003930)	20	16	0.891068301	0.22568	0.590525917	0.62611	0.615699148	0.796066886	0.949676591	0.981747125	0.994491003
receptor mediated endocytosis(GO:0006898)	16	10	0.396032456	0.6778	0.311134543	0.88553	0.335220994	0.867191477	0.968254847	0.988556511	0.996554499
receptor signaling complex scaffold protein(GO:0030159)	5	4	1.606164942	0.04746	2.627990648	0.04016	0.618069933	0.054217257	0.98718332	0.995408376	0.998620848
receptor signaling protein serine/threonine kinase signaling protein(GO:0005076)	23	19	1.138716239	0.13243	0.580059114	0.63408	0.623283061	0.02672541	0.940516839	0.978358287	0.993460324
receptor signaling protein serine/threonine kinase(GO:0004702)	41	32	0.676354977	0.36856	0.313623849	0.88553	0.446583631	0.291815906	0.901799599	0.963794649	0.989002276
receptor signaling protein tyrosine kinase(GO:0004716)	8	7	0.689002048	0.36029	0.354545307	0.84964	0.504314808	0.905082213	0.977674912	0.991977119	0.997587317
receptor-associated protein(GO:0016962)	18	15	0.510638034	0.52683	0.372233835	0.83153	0.421428846	0.807505697	0.952748913	0.982879083	0.994834721
regulation of body size(GO:0040014)	5	5	0.422050156	0.63742	0.483776743	0.72676	0.405866789	0.931250379	0.984003986	0.994263439	0.998276259
regulation of CDK activity(GO:0000079)	36	27	0.834256085	0.25852	0.691538037	0.53537	0.552035948	0.264301265	0.916505398	0.969372795	0.990715328
regulation of cell growth(GO:0001558)	49	39	0.803048797	0.27595	0.575505482	0.6429	0.551239114	0.322037494	0.881593197	0.956033776	0.986607322
regulation of DNA recombination(GO:0000018)	5	5	0.294511292	0.81009	0.291245221	0.90215	0.301529967	0.931250379	0.984003986	0.994263439	0.998276259
regulation of G-protein coupled receptor protein signaling pathway(GO:0008277)	16	13	1.065683485	0.15507	0.541525325	0.67003	0.598689163	0.155152234	0.958922335	0.985146523	0.995522395
regulation of growth rate(GO:0040009)	12	8	0.630254605	0.40373	0.548088512	0.67003	0.511378021	0.892272972	0.974525114	0.990835735	0.997242965
regulation of growth(GO:0040008)	12	8	0.630254605	0.40373	0.548088512	0.67003	0.511378021	0.892272972	0.974525114	0.990835735	0.997242965
regulation of metabolism(GO:0019222)	28	24	0.503652144	0.53843	0.343110627	0.8605	0.425116248	0.710158645	0.925439588	0.972733613	0.991744108
regulation of proteolysis and peptidolysis(GO:0030162)	12	11	0.382245654	0.69111	0.096171797	0.9944	0.25347175	0.85491425	0.965134321	0.98741867	0.996210385
repairosome(GO:0000108)	15	9	0.740193821	0.3159	0.452983203	0.75799	0.508164857	0.879643561	0.971385102	0.989695533	0.996898693
replication fork(GO:0005657)	35	27	0.681285288	0.36029	0.471574407	0.73561	0.477573179	0.680370826	0.916505398	0.969372795	0.990715328
repression of transcription(GO:0016481)	70	57	0.746199379	0.3159	0.573568448	0.6429	0.538000191	0.36448749	0.154082071	0.936334845	0.98046663
"repression of transcription, from Pol II promoter(GO:0000122)"	56	45	0.795695296	0.28231	0.573568448	0.6429	0.552075709	0.341246998	0.126295286	0.949426415	0.984557584
respiration(GO:0007585)	12	9	1.017482893	0.17304	0.359089748	0.84964	0.537627396	0.113664693	0.028260107	0.989695533	0.996898693
respiratory chain complex I (sensu Eukarya)(GO:0005747)	44	31	0.754534287	0.30872	0.520594583	0.68753	0.561037975	0.642573286	0.904722436	0.964907962	0.989344728
respiratory chain complex I(GO:0045271)	44	31	0.754534287	0.30872	0.520594583	0.68753	0.561037975	0.642573286	0.904722436	0.964907962	0.989344728
respiratory chain complex IV (sensu Eukarya)(GO:0005751)	17	12	0.618869076	0.42269	0.520162781	0.68753	0.507751938	0.842809444	0.962023493	0.986282008	0.99586635
respiratory chain complex IV(GO:0045277)	17	12	0.618869076	0.42269	0.520162781	0.68753	0.507751938	0.842809444	0.962023493	0.986282008	0.99586635
response to bacteria(GO:0009617)	5	5	0.666006063	0.37734	0.71202593	0.52133	0.607040147	0.931250379	0.984003986	0.994263439	0.998276259
response to cold(GO:0009409)	4	4	1.070380169	0.15167	1.035661629	0.33752	0.763601334	0.94461449	0.98718332	0.995408376	0.998620848
response to pathogenic bacteria(GO:0009618)	4	4	0.714280945	0.33733	0.867673058	0.42508	0.629744651	0.94461449	0.98718332	0.995408376	0.998620848
response to viruses(GO:0009615)	12	9	0.853745907	0.2472	0.68309005	0.54359	0.59636066	0.879643561	0.971385102	0.989695533	0.996898693
retinoic acid receptor(GO:0003708)	6	5	0.979111561	0.18908	0.257419789	0.93154	0.394225239	0.066820556	0.984003986	0.994263439	0.998276259
retinoid binding(GO:0005501)	4	4	0.508986079	0.53843	0.228572745	0.95003	0.387537382	0.94461449	0.98718332	0.995408376	0.998620848
retrograde (Golgi to ER) transport(GO:0006890)	5	5	0.543409937	0.49338	0.497835175	0.71782	0.499965489	0.931250379	0.984003986	0.994263439	0.998276259
rhabdomere(GO:0016028)	7	5	0.521122357	0.51567	0.445859263	0.76633	0.431427585	0.931250379	0.984003986	0.994263439	0.998276259
Rho GDP-dissociation inhibitor(GO:0005094)	5	4	0.870796438	0.23621	0.859209223	0.43069	0.605906372	0.94461449	0.98718332	0.995408376	0.998620848
Rho GTPase activator(GO:0005100)	5	4	0.948860293	0.20197	0.6796792	0.55323	0.627616747	0.94461449	0.98718332	0.995408376	0.998620848
Rho guanyl-nucleotide exchange factor(GO:0005089)	8	6	0.894654172	0.22568	0.650056482	0.57017	0.558367848	0.918073823	0.980834526	0.993119687	0.997931748
Rho protein signal transduction(GO:0007266)	37	26	0.85135419	0.2472	0.6796792	0.55323	0.571569862	0.690159762	0.91947418	0.970491905	0.991058175
Rho small monomeric GTPase(GO:0003931)	19	15	0.942117948	0.20197	0.533957433	0.67962	0.524465431	0.174027335	0.046228575	0.016996987	0.994834721
rhodopsin mediated phototransduction(GO:0009586)	9	6	1.003440011	0.17682	0.990207264	0.35772	0.638767449	0.918073823	0.980834526	0.993119687	0.997931748
rhodopsin mediated signaling(GO:0016056)	6	4	1.142690414	0.12937	1.356564103	0.21423	0.741804693	0.94461449	0.98718332	0.995408376	0.998620848
rhythmic behavior(GO:0007622)	24	17	1.617936947	0.04649	0.869521491	0.42508	0.641448193	0.191727235	0.052067042	0.019223337	0.005841861
ribonuclease H(GO:0004523)	10	7	0.597665013	0.4412	0.251260924	0.93154	0.393296842	0.905082213	0.977674912	0.991977119	0.997587317
ribonuclease H1(GO:0004524)	4	4	0.298063277	0.81009	0.251260924	0.93154	0.310501495	0.94461449	0.98718332	0.995408376	0.998620848
ribonuclease(GO:0004540)	26	22	0.64909022	0.39468	0.3488713	0.8605	0.466674001	0.730732192	0.931442308	0.974979981	0.992430357
ribonucleoprotein(GO:0003733)	31	28	0.799798586	0.28231	0.430310142	0.77592	0.504073983	0.270233782	0.91354586	0.968254847	0.990372559
ribonucleoside metabolism(GO:0009119)	6	4	0.313745505	0.78375	0.44441951	0.76633	0.305296756	0.94461449	0.98718332	0.995408376	0.998620848
ribonucleoside monophosphate biosynthesis(GO:0009156)	6	4	0.677614284	0.36856	0.514875073	0.69716	0.562255579	0.94461449	0.98718332	0.995408376	0.998620848
ribonucleotide biosynthesis(GO:0009260)	6	4	0.677614284	0.36856	0.514875073	0.69716	0.562255579	0.94461449	0.98718332	0.995408376	0.998620848
ribonucleotide metabolism(GO:0009259)	7	5	1.061163676	0.15507	0.514875073	0.69716	0.645714943	0.931250379	0.984003986	0.994263439	0.998276259
ribosome biogenesis and assembly(GO:0042254)	76	56	0.67728995	0.36856	0.464386924	0.74743	0.497677456	0.449279829	0.834321589	0.937419571	0.980807109
ribosome biogenesis(GO:0007046)	75	55	0.683314565	0.36029	0.464386924	0.74743	0.499792791	0.455765911	0.837033255	0.938505427	0.981147667
ribulose bisphosphate carboxylase complex(GO:0009573)	14	12	0.598039695	0.4412	0.618920916	0.60711	0.502590375	0.842809444	0.962023493	0.986282008	0.99586635
RNA catabolism(GO:0006401)	23	19	0.627141895	0.41264	0.508022325	0.70846	0.484096519	0.762705954	0.940516839	0.978358287	0.993460324
RNA dependent adenosinetriphosphatase(GO:0008186)	24	18	0.945308984	0.20197	0.701814919	0.52817	0.53875448	0.200152336	0.943560583	0.979486728	0.993803804
RNA editing(GO:0016547)	8	5	0.463068387	0.5868	0.430310142	0.77592	0.351271138	0.931250379	0.984003986	0.994263439	0.998276259
RNA elongation(GO:0006354)	8	6	0.645488245	0.39468	0.326061682	0.8775	0.426733395	0.918073823	0.980834526	0.993119687	0.997931748
"RNA elongation, from Pol II promoter(GO:0006368)"	8	5	0.72652211	0.33041	0.45483891	0.75799	0.547981134	0.931250379	0.984003986	0.994263439	0.998276259
RNA helicase(GO:0003724)	38	29	0.903613726	0.22083	0.53858777	0.67962	0.535514974	0.055137666	0.910595539	0.96713806	0.99002987
RNA ligase(GO:0008452)	93	68	0.622742941	0.41264	0.516898614	0.69716	0.502567991	0.378234609	0.802435172	0.924477204	0.976726558
RNA localization(GO:0006403)	17	13	0.637330742	0.40373	0.396632581	0.81458	0.462131881	0.830874657	0.958922335	0.985146523	0.995522395
RNA methyltransferase(GO:0008173)	6	6	1.014438135	0.17304	0.542552615	0.67003	0.501898297	0.079059333	0.980834526	0.993119687	0.997931748
RNA modification(GO:0009451)	19	14	0.821459476	0.26413	0.45516156	0.75799	0.493214121	0.164739915	0.955830818	0.984012215	0.995178518
RNA polymerase I transcription factor complex(GO:0000120)	7	5	0.916032851	0.21597	0.974690038	0.36629	0.717634879	0.931250379	0.984003986	0.994263439	0.998276259
RNA polymerase III transcription factor(GO:0003709)	7	5	0.867747699	0.2417	0.758296664	0.49542	0.69564017	0.931250379	0.984003986	0.994263439	0.998276259
RNA-directed DNA polymerase(GO:0003964)	4	4	0.214179018	0.90433	0.261722976	0.9248	0.222020934	0.94461449	0.98718332	0.995408376	0.998620848
rough endoplasmic reticulum(GO:0005791)	8	6	0.486346808	0.56274	0.458646698	0.75799	0.426848443	0.918073823	0.980834526	0.993119687	0.997931748
rRNA metabolism(GO:0016072)	5	4	1.210589691	0.11032	1.118445311	0.29669	0.552162411	0.054217257	0.98718332	0.995408376	0.998620848
rRNA modification(GO:0000154)	5	4	1.210589691	0.11032	1.118445311	0.29669	0.552162411	0.054217257	0.98718332	0.995408376	0.998620848
rRNA processing(GO:0006364)	26	22	0.775879344	0.29527	0.465797418	0.74743	0.512128547	0.730732192	0.931442308	0.974979981	0.992430357
S-adenosylmethionine-dependent methyltransferase(GO:0008757)	43	37	0.853573803	0.2472	0.731865675	0.50656	0.584858499	0.314315879	0.887321466	0.958245409	0.987291199
salivary gland development(GO:0007431)	9	6	0.874565114	0.23621	0.540362913	0.67003	0.522491947	0.918073823	0.980834526	0.993119687	0.997931748
salivary gland morphogenesis(GO:0007435)	9	6	0.874565114	0.23621	0.540362913	0.67003	0.522491947	0.918073823	0.980834526	0.993119687	0.997931748
sarcoglycan complex(GO:0016012)	4	4	0.89601461	0.22568	1.175285305	0.27084	0.570824707	0.94461449	0.98718332	0.995408376	0.998620848
sarcomere(GO:0030017)	60	39	0.717881662	0.33733	0.418822045	0.7954	0.514218199	0.573115298	0.881593197	0.956033776	0.986607322
sarcoplasm(GO:0016528)	7	5	1.797663971	0.03176	0.916539665	0.39839	0.610399172	0.066820556	0.015896672	0.005724686	0.998276259
sarcoplasmic reticulum(GO:0016529)	7	5	1.797663971	0.03176	0.916539665	0.39839	0.610399172	0.066820556	0.015896672	0.005724686	0.998276259
scavenger receptor(GO:0005044)	15	14	0.778749388	0.29527	0.686160187	0.54359	0.575179312	0.164739915	0.955830818	0.984012215	0.995178518
secondary metabolism(GO:0019748)	8	7	0.773252533	0.29527	0.275688077	0.91678	0.45776419	0.905082213	0.977674912	0.991977119	0.997587317
second-messenger-mediated signaling(GO:0019932)	93	75	0.674675807	0.36856	0.459805716	0.75799	0.495549113	0.371194725	0.784380904	0.917001975	0.974351471
secreted phospholipase A2(GO:0004624)	10	8	0.895539008	0.22568	0.437789243	0.77592	0.435572497	0.102473927	0.974525114	0.990835735	0.997242965
secretin-like receptor(GO:0001633)	7	6	0.357992769	0.73032	0.374584648	0.83153	0.36029299	0.918073823	0.980834526	0.993119687	0.997931748
secretory granule(GO:0030141)	14	10	0.755249347	0.30872	0.504269774	0.70846	0.512580571	0.867191477	0.968254847	0.988556511	0.996554499
secretory pathway(GO:0045045)	101	76	0.618450376	0.42269	0.403283078	0.80514	0.485738747	0.337183238	0.781833918	0.915938537	0.974012488
secretory vesicle membrane(GO:0005804)	5	4	1.226317225	0.10774	1.620136333	0.14982	0.722538532	0.94461449	0.98718332	0.995408376	0.998620848
secretory vesicle(GO:0005803)	28	22	0.670344725	0.36856	0.451024956	0.75799	0.463331447	0.730732192	0.931442308	0.974979981	0.992430357
selenium binding(GO:0008430)	20	16	0.739603142	0.32322	0.408263314	0.80514	0.447563925	0.183020985	0.949676591	0.981747125	0.994491003
sensory organ development(GO:0007423)	26	18	0.761386704	0.30207	0.53429155	0.67962	0.562467998	0.773669239	0.943560583	0.979486728	0.993803804
septin ring(GO:0005940)	8	5	0.778785669	0.29527	0.760287699	0.48635	0.630599333	0.931250379	0.984003986	0.994263439	0.998276259
serine esterase(GO:0004759)	17	16	1.3048136	0.09069	0.808015528	0.46015	0.597795727	0.001290073	0.949676591	0.981747125	0.994491003
serine family amino acid biosynthesis(GO:0009070)	5	4	1.193060257	0.11539	0.940278341	0.37913	0.75621118	0.94461449	0.98718332	0.995408376	0.998620848
serine family amino acid catabolism(GO:0009071)	8	7	0.849321815	0.25256	0.665888189	0.56241	0.547939576	0.905082213	0.977674912	0.991977119	0.997587317
serine family amino acid metabolism(GO:0009069)	18	15	1.010848528	0.17304	0.8261264	0.44789	0.621067987	0.807505697	0.952748913	0.982879083	0.994834721
serine metabolism(GO:0006563)	9	6	1.180692756	0.11798	0.940278341	0.37913	0.686244056	0.918073823	0.980834526	0.993119687	0.997931748
serine protease inhibitor(GO:0004867)	78	67	0.665320597	0.37734	0.373372251	0.83153	0.439069858	0.054154853	0.805046841	0.925549559	0.977066171
serotonin receptor(GO:0004993)	7	5	0.33849459	0.75765	0.323837926	0.8775	0.363878983	0.931250379	0.984003986	0.994263439	0.998276259
serpin(GO:0004868)	38	32	0.440282417	0.61154	0.241350731	0.9384	0.334926004	0.633454039	0.901799599	0.963794649	0.989002276
sex differentiation(GO:0007548)	10	8	0.363918351	0.71737	0.393524584	0.81458	0.368138665	0.892272972	0.974525114	0.990835735	0.997242965
SH3/SH2 adaptor protein(GO:0005070)	50	41	0.770667307	0.29527	0.531054818	0.67962	0.532001454	0.329078914	0.875900595	0.953826739	0.98592376
sialyltransferase(GO:0008373)	16	15	0.541359348	0.49338	0.41241025	0.7954	0.473085339	0.807505697	0.952748913	0.982879083	0.994834721
sigma DNA polymerase(GO:0019984)	14	12	0.475582922	0.57447	0.404919533	0.80514	0.438588917	0.842809444	0.962023493	0.986282008	0.99586635
