class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	aroc rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
"protein_phosphatase_type_2A,_regulator_GO:0008601"	33	28	0.656711887	0.373	0.348034252	0.7855	0.513624199	0.610296361	0.193818729	0.186512919	0.019294041	0.934617736	0.979108332	0.99159226	0.99159226	0.995787573	0.995787573	0.995787573
protein_phosphatase_type_2A_complex_GO:0000159	14	11	0.699372529	0.3271	0.56828251	0.5223	0.443996931	0.527889918	0.278262899	0.272411548	0.081078503	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
protein_phosphatase_type_2A_GO:0000158	18	16	0.724549759	0.3025	0.56828251	0.5223	0.580653371	0.470299412	0.172116354	0.330853721	0.113382251	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
protein_phosphatase_type_2C_GO:0015071	112	97	0.80690466	0.2293	0.67049876	0.398	0.522406548	0.325491295	0.007329753	0.073622804	0.034531273	0.187663483	0.929112763	0.971024694	0.971024694	0.985406951	0.985406951	0.985406951
protein_prenyltransferase_GO:0008318	10	9	0.652680177	0.3785	0.418403015	0.7014	0.596213719	0.331214302	0.144230476	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
protein_processing_GO:0016485	4	4	0.259257392	0.9176	0.247007125	0.9019	0.304117116	0.751130976	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
protein_secretion_GO:0009306	99	79	0.594650973	0.4475	0.370590401	0.7586	0.485630367	0.593686302	0.11610979	0.240780602	0.529306172	0.825705149	0.9419535	0.976369366	0.976369366	0.988114939	0.988114939	0.988114939
protein_serine/threonine_phosphatase_complex_GO:0008287	36	34	0.67994731	0.3489	0.594482893	0.4866	0.548024835	0.365221042	0.177358496	0.36690684	0.209064415	0.921138913	0.974677316	0.989795219	0.989795219	0.99488491	0.99488491	0.99488491
protein_serine/threonine_phosphatase_GO:0004722	43	38	0.649652424	0.3824	0.424777505	0.6927	0.488994274	0.570313413	0.167297645	0.241963209	0.033210193	0.912254509	0.971732229	0.988598098	0.988598098	0.994283135	0.994283135	0.994283135
protein_synthesis_elongation_GO:0006414	28	21	0.474796967	0.6266	0.499942001	0.6102	0.435944979	0.636079063	0.163109782	0.467515394	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
protein_synthesis_initiation_GO:0006413	24	20	0.53307654	0.5392	0.401603319	0.7221	0.470416478	0.592479367	0.144555696	0.484779302	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
protein_tagging_GO:0008638	14	12	0.528414025	0.544	0.534349515	0.5657	0.479125848	0.56955541	0.2499014	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
protein_threonine/tyrosine_kinase_GO:0004712	11	8	0.647295576	0.3851	0.272666177	0.8773	0.382060551	0.719846036	0.362655156	0.220741534	0.06037395	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
protein_translocase_GO:0015450	17	15	0.737092468	0.2922	0.51711381	0.5899	0.537273824	0.405214608	0.156738693	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
protein_tyrosine/serine/threonine_phosphatase_GO:0008138	64	54	1.020682293	0.0964	0.7932011	0.2855	0.524150193	0.192129486	0.00550377	0.082344818	0.059712444	0.115258751	0.960022985	0.983816855	0.983816855	0.991876034	0.991876034	0.991876034
protein_tyrosine_phosphatase_GO:0004725	25	21	0.777720071	0.2543	0.425401625	0.6927	0.611135067	0.382927835	0.001208155	0.133287521	0.143068327	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
protein_ubiquitination_GO:0016567	9	6	0.519408095	0.5614	0.42610119	0.6901	0.378406866	0.621349271	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
protein-membrane_targeting_GO:0006612	50	42	0.681243642	0.3472	0.431711782	0.6848	0.517108251	0.401035754	0.12258728	0.125614351	0.713712059	0.903450489	0.968794265	0.9874017	0.9874017	0.99368136	0.99368136	0.99368136
protein-mitochondrial_targeting_GO:0006626	26	20	0.505787797	0.5822	0.51711381	0.5899	0.477682209	0.57912633	0.21073317	0.484779302	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
protein-nucleus_export_GO:0006611	4	4	0.645398712	0.3867	0.866940357	0.2328	0.539026042	0.458686607	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
"protein-nucleus_import,_docking_GO:0000059"	41	32	0.77711393	0.2543	0.711140409	0.36	0.514984883	0.340119137	0.140352778	0.3712339	0.773540656	0.925611472	0.976152535	0.990394052	0.990394052	0.995185798	0.995185798	0.995185798
protein-nucleus_import_GO:0006606	13	8	0.679455377	0.3489	0.620948424	0.4569	0.517001808	0.391599203	0.362655156	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
protein-peroxisome_targeting_GO:0006625	7	5	0.754603894	0.2739	0.486702476	0.625	0.499939777	0.476453158	0.406058683	0.153710562	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
proton_transport_GO:0015992	49	36	0.487668298	0.6089	0.413568989	0.7098	0.466381788	0.612453133	0.026307254	0.271195676	0.749040795	0.916686621	0.973203882	0.989196568	0.989196568	0.994584023	0.994584023	0.994584023
proton-transporting_ATP_synthase_complex_(sensu_Eukarya)_GO:0005753	22	13	0.467195383	0.6404	0.355347224	0.7766	0.462605227	0.553815441	0.079744785	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
proton-transporting_ATP_synthase_complex_GO:0045259	22	13	0.467195383	0.6404	0.355347224	0.7766	0.462605227	0.553815441	0.079744785	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
pseudouridylate_synthase_GO:0004730	6	4	0.364719006	0.7919	0.580126001	0.5076	0.383260575	0.632237614	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
pteridine_biosynthesis_GO:0006728	4	4	0.281642719	0.8962	0.104571929	0.9881	0.262908325	0.786606571	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
pteridine_metabolism_GO:0019889	4	4	0.281642719	0.8962	0.104571929	0.9881	0.262908325	0.786606571	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
P-type_ATPase_GO:0015662	21	17	0.529511173	0.544	0.31965542	0.825	0.426093514	0.67936223	0.246938359	0.339073921	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
purine_nucleoside_catabolism_GO:0006152	5	4	0.633798208	0.4003	0.786246008	0.2897	0.566649104	0.364400692	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
purine_nucleoside_monophosphate_metabolism_GO:0009126	16	13	0.448451085	0.6693	0.365139994	0.765	0.437791331	0.644029698	0.222864843	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
purine_nucleoside_triphosphate_biosynthesis_GO:0009145	9	7	0.517712648	0.5641	0.428582348	0.6879	0.468696213	0.535745038	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
purine_nucleoside_triphosphate_metabolism_GO:0009144	9	7	0.517712648	0.5641	0.428582348	0.6879	0.468696213	0.535745038	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
purine_nucleotide_biosynthesis_GO:0006164	15	12	0.440307124	0.682	0.399048874	0.7246	0.442351168	0.628447983	0.2499014	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
purine_nucleotide_catabolism_GO:0006195	4	4	0.337463883	0.8301	0.311686985	0.835	0.353642932	0.695853228	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
purine_nucleotide_metabolism_GO:0006163	25	21	0.553624082	0.5057	0.399048874	0.7246	0.465489486	0.610579896	0.22194492	0.362542058	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
purine_nucleotide_transport_GO:0015865	7	4	0.956838391	0.1249	1.431267266	0.0469	0.639507753	0.264825353	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
purine_salvage_GO:0006166	5	4	1.124709915	0.0641	1.210962496	0.0855	0.619411411	0.345234133	0.126875647	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
purinergic_nucleotide_receptor_GO:0001614	4	4	0.219389229	0.9496	0.169507567	0.9602	0.284585278	0.769249516	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
pyridine_nucleotide_metabolism_GO:0019362	8	7	0.314040225	0.857	0.220194347	0.9236	0.353549914	0.7529444	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
pyrimidine_base_metabolism_GO:0006206	7	6	0.486289083	0.6089	0.281321223	0.8698	0.36917131	0.711283905	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
pyrimidine_biosynthesis_GO:0019856	6	5	0.478500842	0.6212	0.179627747	0.9557	0.322914785	0.745893096	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
pyrimidine_nucleoside_monophosphate_metabolism_GO:0009129	17	12	0.558652495	0.4972	0.776870673	0.2981	0.491672946	0.470351403	0.295119693	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
pyrimidine_nucleoside_triphosphate_biosynthesis_GO:0009148	12	8	0.628716289	0.4071	0.842304347	0.2523	0.533965959	0.37221021	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
pyrimidine_nucleoside_triphosphate_metabolism_GO:0009147	12	8	0.628716289	0.4071	0.842304347	0.2523	0.533965959	0.37221021	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
pyrimidine_nucleotide_biosynthesis_GO:0006221	9	7	0.5477105	0.5162	0.281321223	0.8698	0.419836489	0.645025285	0.248034262	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
pyrimidine_nucleotide_metabolism_GO:0006220	24	18	0.68250903	0.3453	0.52523029	0.58	0.512260941	0.434463404	0.196265714	0.346294021	0.865641886	0.957494132	0.986529159	0.99459095	0.99459095	0.997292011	0.997292011	0.997292011
pyrimidine_nucleotide_sugar_transporter_GO:0015165	4	4	0.496481715	0.5946	0.398396257	0.7246	0.508317025	0.507722546	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
pyrimidine_ribonucleoside_triphosphate_biosynthesis_GO:0009209	9	6	0.686869336	0.3398	0.846283481	0.2481	0.557295588	0.33027132	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
pyrimidine_ribonucleoside_triphosphate_metabolism_GO:0009208	9	6	0.686869336	0.3398	0.846283481	0.2481	0.557295588	0.33027132	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
pyrophosphatase_GO:0016462	8	6	0.704355804	0.3214	0.432714782	0.6823	0.510666064	0.475189454	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
RAB_small_monomeric_GTPase_GO:0003928	37	31	0.477867499	0.6241	0.351435089	0.7833	0.465464953	0.653904961	0.107132854	0.325222919	0.779787441	0.927855379	0.976890814	0.990693536	0.990693536	0.995336242	0.995336242	0.995336242
"racemase_and_epimerase,_acting_on_carbohydrates_and_derivatives_GO:0016857"	8	7	0.696910306	0.3293	0.805041878	0.2753	0.420094664	0.339853555	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
racemase_and_epimerase_GO:0016854	5	4	0.438790143	0.6853	0.275079641	0.8743	0.638867981	0.649417753	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
radiation_response_GO:0009314	64	55	0.638166864	0.3936	0.418403015	0.7014	0.543967895	0.305196178	0.095159301	0.277291272	0.642680856	0.875384394	0.959294922	0.983518412	0.983518412	0.99172559	0.99172559	0.99172559
RAN_protein_binding_GO:0008536	17	13	0.78253962	0.2495	0.554115697	0.5403	0.530576749	0.356561262	0.287170041	0.299541278	0.09432412	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
RAS_GTPase_activator_GO:0005099	6	6	0.318758462	0.8529	0.327966829	0.8144	0.394970637	0.685613829	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
RAS_guanyl-nucleotide_exchange_factor_GO:0005088	5	4	0.725236191	0.3025	0.989064335	0.1687	0.555735361	0.430696524	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
RAS_protein_signal_transduction_GO:0007265	37	30	0.526874743	0.5468	0.339061492	0.799	0.447428341	0.685718805	0.190527606	0.374136424	0.786083714	0.930104385	0.97762954	0.990993065	0.990993065	0.995486686	0.995486686	0.995486686
RAS_small_monomeric_GTPase_GO:0003930	18	15	0.610191196	0.4279	0.538225161	0.561	0.539254121	0.419380922	0.243696767	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
receptor_mediated_endocytosis_GO:0006898	9	7	0.572997793	0.4783	0.365573115	0.765	0.488726334	0.532313072	0.248034262	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
receptor_signaling_complex_scaffold_protein_GO:0030159	5	4	0.97795947	0.1166	1.580490334	0.0269	0.66886196	0.298612624	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
receptor_signaling_protein_serine/threonine_kinase_GO:0004702	21	17	0.515089579	0.5669	0.343793883	0.7941	0.545772336	0.754888839	0.103254238	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
receptor_signaling_protein_serine/threonine_kinase_signaling_protein_GO:0005076	31	28	0.697684308	0.3293	0.526206577	0.5774	0.425981482	0.328622146	0.140037723	0.375377458	0.798826261	0.934617736	0.979108332	0.99159226	0.99159226	0.995787573	0.995787573	0.995787573
receptor_signaling_protein_tyrosine_kinase_GO:0004716	6	6	0.722954107	0.3047	0.897154836	0.217	0.596094966	0.364016463	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
receptor-associated_protein_GO:0016962	14	13	0.336118986	0.8301	0.120726308	0.9819	0.30383108	0.885073572	0.222864843	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
regulation_of_body_size_GO:0040014	4	4	0.49417711	0.5967	0.270746092	0.88	0.435496011	0.591560337	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
regulation_of_CDK_activity_GO:0000079	29	23	0.565405165	0.4889	0.484576573	0.6271	0.481102972	0.500020705	0.175255305	0.434802816	0.831575925	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
regulation_of_cell_growth_GO:0001558	33	29	0.822874434	0.2146	0.657695779	0.4164	0.616677609	0.161211424	0.116482605	0.374980473	0.185495689	0.9323585	0.978368713	0.99129264	0.99129264	0.99563713	0.99563713	0.99563713
regulation_of_G-protein_coupled_receptor_protein_signaling_pathway_GO:0008277	11	10	0.451493947	0.6664	0.315316183	0.8292	0.42261564	0.66883149	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
regulation_of_growth_GO:0040008	10	7	0.669879711	0.3598	0.327006756	0.8144	0.501118761	0.479043037	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
regulation_of_growth_rate_GO:0040009	10	7	0.669879711	0.3598	0.327006756	0.8144	0.501118761	0.479043037	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
regulation_of_metabolism_GO:0019222	20	18	0.555810528	0.5023	0.373834207	0.7558	0.430892878	0.678107348	0.243988507	0.346294021	0.125562165	0.957494132	0.986529159	0.99459095	0.99459095	0.997292011	0.997292011	0.997292011
regulation_of_proteolysis_and_peptidolysis_GO:0030162	7	6	0.442744215	0.6791	0.60640725	0.4723	0.39680269	0.61171411	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
repairosome_GO:0000108	11	8	0.970617182	0.1189	1.074530908	0.1253	0.722548577	0.13976908	0.116745444	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
replication_fork_GO:0005657	25	21	0.604807377	0.436	0.423624092	0.6958	0.500359335	0.519098481	0.22194492	0.362542058	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
"repression_of_transcription,_from_Pol_II_promoter_GO:0000122"	57	51	0.752744206	0.2762	0.474618259	0.6389	0.528005684	0.439176126	0.074766274	0.274532331	0.274167661	0.109601637	0.037221406	0.984712455	0.984712455	0.992327366	0.992327366	0.992327366
repression_of_transcription_GO:0016481	44	39	0.710207543	0.3153	0.481222931	0.6326	0.516048923	0.391818118	0.066933611	0.246012206	0.230525077	0.086132064	0.028671173	0.988298931	0.988298931	0.994132691	0.994132691	0.994132691
reproduction_GO:0000003	105	81	0.532353159	0.5392	0.437469231	0.6781	0.475024725	0.6387781	0.020663448	0.229126014	0.520797598	0.82168682	0.940519782	0.975774789	0.975774789	0.987814051	0.987814051	0.987814051
respiration_GO:0007585	6	6	0.879039205	0.1727	0.856173609	0.2415	0.660342318	0.27590651	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
respiratory_chain_complex_I_(sensu_Eukarya)_GO:0005747	36	29	0.473332152	0.6295	0.318125878	0.825	0.452011755	0.6961685	0.128562529	0.349722437	0.792429858	0.9323585	0.978368713	0.99129264	0.99129264	0.99563713	0.99563713	0.99563713
respiratory_chain_complex_I_GO:0045271	36	29	0.473332152	0.6295	0.318125878	0.825	0.452011755	0.6961685	0.128562529	0.349722437	0.792429858	0.9323585	0.978368713	0.99129264	0.99129264	0.99563713	0.99563713	0.99563713
respiratory_chain_complex_IV_(sensu_Eukarya)_GO:0005751	10	9	0.813834334	0.2236	0.593630165	0.4886	0.680141274	0.20696646	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
respiratory_chain_complex_IV_GO:0045277	10	9	0.813834334	0.2236	0.593630165	0.4886	0.680141274	0.20696646	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
response_to_cold_GO:0009409	4	4	1.265136575	0.037	1.241057844	0.0798	0.795235586	0.172683065	0.01811626	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
response_to_viruses_GO:0009615	11	8	0.577101239	0.4728	0.662440912	0.409	0.547766983	0.417477133	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
response_to_wounding_GO:0009611	80	70	0.990973137	0.1089	0.568330729	0.5223	0.572690545	0.163196689	0.001995466	0.025590558	0.002021943	5.49E-04	0.001060126	0.020843462	0.020843462	0.010531067	0.010531067	0.010531067
retrograde_(Golgi_to_ER)_transport_GO:0006890	5	5	0.844260466	0.1972	0.582046947	0.5052	0.538271605	0.45743299	0.406058683	0.153710562	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
rhabdomere_GO:0016028	6	5	0.520486493	0.5572	0.489367244	0.6222	0.492231256	0.480963944	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
Rho_GDP-dissociation_inhibitor_GO:0005094	5	4	0.490575327	0.6031	0.531637898	0.5721	0.411598675	0.560119168	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
Rho_GTPase_activator_GO:0005100	5	4	1.336479821	0.0272	1.545002783	0.0322	0.738408851	0.179783451	0.126875647	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
Rho_guanyl-nucleotide_exchange_factor_GO:0005089	7	6	0.897299616	0.1611	0.954716149	0.1824	0.642448426	0.278861217	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
Rho_protein_signal_transduction_GO:0007266	35	26	0.758314468	0.27	0.608466579	0.4699	0.582772763	0.158712501	0.143555907	0.389958894	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
Rho_small_monomeric_GTPase_GO:0003931	18	14	0.82288415	0.2146	0.640954971	0.4343	0.628825569	0.222504695	0.019176848	0.311155874	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
rhodopsin_mediated_phototransduction_GO:0009586	6	5	0.503692542	0.5862	0.489367244	0.6222	0.480186691	0.499424273	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
rhodopsin_mediated_signaling_GO:0016056	5	4	0.537242986	0.5333	0.528943106	0.5744	0.482914346	0.481738448	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
Rhodopsin-like_receptor_GO:0001584	55	51	0.552594942	0.5057	0.408657088	0.714	0.502815135	0.544367648	0.14203727	0.297289309	0.66376366	0.883931833	0.962209824	0.984712455	0.984712455	0.992327366	0.992327366	0.992327366
rhythmic_behavior_GO:0007622	20	16	0.492803578	0.6001	0.366551745	0.763	0.417093953	0.679106761	0.172116354	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
ribonuclease_GO:0004540	9	6	0.578488534	0.4703	0.446663218	0.6675	0.560482859	0.47591091	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
ribonuclease_H_GO:0004523	4	4	0.753467409	0.2762	0.580126001	0.5076	0.493715189	0.369281617	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ribonuclease_H1_GO:0004524	20	16	0.539394042	0.5296	0.31048692	0.835	0.510207736	0.521277738	0.246975604	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
ribonucleoprotein_GO:0003733	28	26	0.641562714	0.3908	0.394533336	0.7282	0.489688985	0.515640524	0.087837655	0.37469273	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
ribonucleoside_metabolism_GO:0009119	5	4	0.633798208	0.4003	0.786246008	0.2897	0.566649104	0.364400692	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ribosome_biogenesis_and_assembly_GO:0042254	63	52	0.487040169	0.6089	0.457099916	0.6565	0.475578818	0.632532868	0.008751127	0.151495236	0.658430204	0.881787669	0.961480436	0.984413876	0.984413876	0.992176922	0.992176922	0.992176922
ribosome_biogenesis_GO:0007046	62	51	0.489182205	0.606	0.457099916	0.6565	0.475579377	0.629706182	0.010026229	0.157116758	0.66376366	0.883931833	0.962209824	0.984712455	0.984712455	0.992327366	0.992327366	0.992327366
ribulose_bisphosphate_carboxylase_complex_GO:0009573	12	11	0.757815669	0.2724	0.771086594	0.3012	0.613362376	0.287753927	0.082335778	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
RNA_catabolism_GO:0006401	19	17	0.632445773	0.4003	0.297250753	0.8515	0.482122261	0.549892694	0.246938359	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
RNA_dependent_adenosinetriphosphatase_GO:0008186	21	16	0.64090456	0.3908	0.580126001	0.5076	0.539011838	0.401483679	0.246975604	0.330853721	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
RNA_editing_GO:0016547	6	5	0.865403383	0.1822	0.786246008	0.2897	0.60960554	0.299918549	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
"RNA_elongation,_from_Pol_II_promoter_GO:0006368"	7	5	0.485708233	0.6124	0.39169866	0.7338	0.317314062	0.491940367	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
RNA_elongation_GO:0006354	7	5	0.256056653	0.9195	0.262513155	0.887	0.510207769	0.7441822	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
RNA_helicase_GO:0003724	35	27	0.611054682	0.4279	0.493697956	0.6185	0.533036813	0.364290719	0.195830279	0.375293471	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
RNA_ligase_GO:0008452	75	59	0.609163253	0.4305	0.351096396	0.7833	0.463822255	0.648049634	0.11176843	0.193029421	0.297703918	0.866914489	0.956387089	0.982325093	0.982325093	0.991123815	0.991123815	0.991123815
RNA_localization_GO:0006403	16	13	0.612143089	0.4253	0.620948424	0.4569	0.486700216	0.416904484	0.222864843	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
RNA_methyltransferase_GO:0008173	6	6	0.41467931	0.7194	0.628378073	0.4483	0.454248858	0.597545164	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
