GO:0000001	mitochondrion inheritance
GO:0006619	SRP-independent, co-translational membrane targeting
GO:0006620	post-translational membrane targeting
GO:0006621	ER retention
GO:0006622	protein-lysosome targeting
GO:0006623	protein-vacuolar targeting
GO:0006624	vacuolar protein processing/maturation
GO:0006625	protein-peroxisome targeting
GO:0006626	protein-mitochondrial targeting
GO:0006627	mitochondrial processing
GO:0006628	mitochondrial translocation
GO:0006629	lipid metabolism
GO:0006630	lipid binding
GO:0006631	fatty acid metabolism
GO:0006633	fatty acid biosynthesis
GO:0006634	hexadecanal biosynthesis
GO:0006635	fatty acid beta-oxidation
GO:0006636	fatty acid desaturation
GO:0006637	acyl-CoA metabolism
GO:0006638	neutral lipid metabolism
GO:0006639	acylglycerol metabolism
GO:0006640	monoacylglycerol biosynthesis
GO:0006641	triacylglycerol metabolism
GO:0006642	triacylglycerol mobilization
GO:0006643	membrane lipid metabolism
GO:0006644	phospholipid metabolism
GO:0006645	ethanolamine metabolism
GO:0006646	phosphatidylethanolamine biosynthesis
GO:0006647	phosphatidyl-N-monomethylethanolamine (PMME) biosynthesis
GO:0006648	dihydrosphingosine-1-P pathway
GO:0006649	phospholipid transfer to membrane
GO:0006650	glycerophospholipid metabolism
GO:0006651	diacylglycerol biosynthesis
GO:0006652	alpha-glycerophosphate pathway
GO:0006653	lecithin metabolism
GO:0006654	phosphatidic acid biosynthesis
GO:0006655	phosphatidylglycerol biosynthesis
GO:0006656	phosphatidylcholine biosynthesis
GO:0006657	CDP-choline pathway
GO:0006658	phosphatidylserine metabolism
GO:0006659	phosphatidylserine biosynthesis
GO:0006660	phosphatidylserine catabolism
GO:0006661	phosphatidylinositol biosynthesis
GO:0006662	glycerol ether metabolism
GO:0006663	platelet activating factor biosynthesis
GO:0006664	glycolipid metabolism
GO:0006665	sphingolipid metabolism
GO:0006666	3-keto-dihydrosphingosine metabolism
GO:0006667	dihydrosphingosine metabolism
GO:0006668	dihydrosphingosine-1-P metabolism
GO:0006669	dihydrosphingosine-1-P biosynthesis
GO:0006670	sphingosine metabolism
GO:0006671	phytosphingosine metabolism
GO:0006672	ceramide metabolism
GO:0006673	inositolphosphoceramide metabolism
GO:0006674	inositol phosphorylceramide metabolism
GO:0006675	mannose-inositol-P-ceramide (MIPC) metabolism
GO:0006676	M(IP)2C metabolism
GO:0006677	glycosylceramide metabolism
GO:0006678	glucosylceramide metabolism
GO:0006679	glucosylceramide biosynthesis
GO:0006680	glucosylceramide catabolism
GO:0006681	galactosylceramide metabolism
GO:0006682	galactosylceramide biosynthesis
GO:0006683	galactosylceramide catabolism
GO:0006684	sphingomyelin metabolism
GO:0006685	sphingomyelin catabolism
GO:0006686	sphingomyelin biosynthesis
GO:0006687	glycosphingolipid metabolism
GO:0006688	glycosphingolipid biosynthesis
GO:0006689	ganglioside catabolism
GO:0006690	eicosanoid metabolism
GO:0006691	leukotriene metabolism
GO:0006692	prostanoid metabolism
GO:0006693	prostaglandin metabolism
GO:0006694	steroid biosynthesis
GO:0006695	cholesterol biosynthesis
GO:0006696	ergosterol biosynthesis
GO:0006697	ecdysone biosynthesis
GO:0006698	ecdysone modification
GO:0006699	bile acid biosynthesis
GO:0000067	DNA replication and chromosome cycle
GO:0006700	C21-steroid hormone biosynthesis
GO:0006701	progesterone biosynthesis
GO:0006702	androgen biosynthesis
GO:0006703	estrogen biosynthesis
GO:0006704	glucocorticoid biosynthesis
GO:0006705	mineralcorticoid biosynthesis
GO:0006706	steroid catabolism
GO:0006707	cholesterol catabolism
GO:0006708	ecdysone catabolism
GO:0006709	progesterone catabolism
GO:0006710	androgen catabolism
GO:0006711	estrogen catabolism
GO:0006712	mineralcorticoid catabolism
GO:0006713	glucocorticoid catabolism
GO:0006714	sesquiterpenoid metabolism
GO:0006715	farnesol biosynthesis
GO:0006716	juvenile hormone metabolism
GO:0006717	juvenile hormone binding
GO:0006718	juvenile hormone biosynthesis
GO:0006719	juvenile hormone catabolism
GO:0006720	isoprenoid metabolism
GO:0006721	terpenoid metabolism
GO:0006722	triterpenoid metabolism
GO:0006723	cuticular hydrocarbon biosynthesis
GO:0006724	lipolysis
GO:0006725	aromatic compound metabolism
GO:0006726	eye pigment biosynthesis
GO:0006727	ommochrome biosynthesis
GO:0006728	pteridine biosynthesis
GO:0006729	tetrahydrobiopterin biosynthesis
GO:0006730	one-carbon compound metabolism
GO:0006731	coenzymes and prosthetic group metabolism
GO:0006732	coenzyme metabolism
GO:0006733	oxidoreduction coenzyme metabolism
GO:0006734	NADH metabolism
GO:0006735	NADH regeneration
GO:0006736	NADH biosynthesis
GO:0006737	NADH catabolism
GO:0006738	nicotinamide riboside catabolism
GO:0006739	NADPH metabolism
GO:0006740	NADPH regeneration
GO:0006741	NADPH biosynthesis
GO:0006742	NADPH catabolism
GO:0006743	ubiquinone metabolism
GO:0006744	ubiquinone biosynthesis
GO:0006746	FADH2 metabolism
GO:0006747	FAD biosynthesis
GO:0006748	lipoamide metabolism
GO:0006749	glutathione metabolism
GO:0006750	glutathione biosynthesis
GO:0006751	glutathione catabolism
GO:0006752	group transfer coenzyme metabolism
GO:0006753	nucleoside phosphate metabolism
GO:0006754	ATP biosynthesis
GO:0006755	carbamoyl phosphate-ADP transphosphorylation
GO:0006756	AMP phosphorylation
GO:0006757	ADP phosphorylation
GO:0006759	ATP regeneration
GO:0006760	folic acid and derivative metabolism
GO:0006761	dihydrofolate biosynthesis
GO:0006762	dihydrofolate reduction
GO:0006763	coenzyme A metabolism
GO:0006764	coenzyme A biosynthesis
GO:0006765	coenzyme A catabolism
GO:0006766	vitamin metabolism
GO:0006767	water-soluble vitamin metabolism
GO:0006768	biotin metabolism
GO:0006769	nicotinamide metabolism
GO:0006771	vitamin B2 metabolism
GO:0006772	vitamin B1 metabolism
GO:0006773	vitamin B6 metabolism
GO:0006774	vitamin B12 reduction
GO:0006775	fat-soluble vitamin metabolism
GO:0006776	vitamin A metabolism
GO:0006777	Mo-molybdopterin cofactor biosynthesis
GO:0006778	porphyrin metabolism
GO:0006779	porphyrin biosynthesis
GO:0006780	uroporphyrinogen III biosynthesis
GO:0006781	succinyl-CoA pathway
GO:0006782	protoporphyrinogen IX biosynthesis
GO:0006783	heme biosynthesis
GO:0006784	heme a biosynthesis
GO:0006785	heme b biosynthesis
GO:0006786	heme c biosynthesis
GO:0006787	porphyrin catabolism
GO:0006788	heme oxidation
GO:0006789	bilirubin conjugation
GO:0006790	sulfur metabolism
GO:0006791	sulfur utilization
GO:0006792	regulation of sulfur utilization
GO:0006793	phosphorus metabolism
GO:0006794	phosphorus utilization
GO:0006795	regulation of phosphorus utilization
GO:0006796	phosphate metabolism
GO:0006797	polyphosphate metabolism
GO:0006798	polyphosphate catabolism
GO:0006799	polyphosphate biosynthesis
GO:0000068	chromosome condensation
GO:0006800	oxygen and radical metabolism
GO:0006801	superoxide metabolism
GO:0006802	catalase reaction
GO:0006803	glutathione conjugation reaction
GO:0006804	peroxidase reaction
GO:0006805	xenobiotic metabolism
GO:0006806	insecticide resistance
GO:0006807	nitrogen metabolism
GO:0006808	nitrogen utilization regulation
GO:0006809	nitric oxide biosynthesis
GO:0006810	transport
GO:0006811	ion transport
GO:0006812	cation transport
GO:0006813	potassium transport
GO:0006814	sodium transport
GO:0006815	sodium/potassium transport
GO:0006816	calcium ion transport
GO:0006817	phosphate transport
GO:0006818	hydrogen transport
GO:0006820	anion transport
GO:0006821	chloride transport
GO:0006823	heavy metal ion transport
GO:0006824	cobalt ion transport
GO:0006825	copper ion transport
GO:0006826	iron transport
GO:0006827	high affinity iron transport
GO:0006828	manganese ion transport
GO:0006829	zinc ion transport
GO:0006830	high-affinity zinc ion transport
GO:0006831	low-affinity zinc ion transport
GO:0006832	small molecule transport
GO:0006833	water transport
GO:0006835	dicarboxylic acid transport
GO:0006836	neurotransmitter transport
GO:0006837	serotonin transport
GO:0006838	allantoin/allantoate transport
GO:0006839	mitochondrial transport
GO:0006840	mitochondrial alpha-ketoglutarate/malate transport
GO:0006842	tricarboxylic acid transport
GO:0006843	mitochondrial citrate transport
GO:0006844	acyl carnitine transport
GO:0006845	mitochondrial aspartate/glutamate transport
GO:0006846	acetate transport
GO:0006847	acetate transport across the plasma membrane
GO:0006848	pyruvate transport
GO:0006849	plasma membrane pyruvate transport
GO:0006850	mitochondrial pyruvate transport
GO:0006851	mitochondrial calcium ion transport
GO:0006852	mitochondrial sodium/calcium exchange
GO:0006853	carnitine shuttle
GO:0006854	ATP/ADP exchange
GO:0006855	multidrug transport
GO:0006856	eye pigment precursor transport
GO:0006857	oligopeptide transport
GO:0006858	extracellular transport
GO:0006859	extracellular carbohydrate transport
GO:0006860	extracellular amino acid transport
GO:0006862	nucleotide transport
GO:0006863	purine transport
GO:0006864	pyrimidine nucleotide transport
GO:0006865	amino acid transport
GO:0006867	asparagine transport
GO:0006868	glutamine transport
GO:0006869	lipid transport
GO:0006873	ion homeostasis
GO:0006874	calcium ion homeostasis
GO:0006875	metal ion homeostasis
GO:0006876	cadmium homeostasis
GO:0006877	cobalt homeostasis
GO:0006878	copper homeostasis
GO:0006879	iron homeostasis
GO:0006880	intracellular iron storage
GO:0006881	extracellular iron storage
GO:0006882	zinc homeostasis
GO:0006883	sodium ion homeostasis
GO:0006884	cell volume regulation
GO:0006885	pH regulation
GO:0006886	intracellular protein transport
GO:0006887	exocytosis
GO:0006888	ER to Golgi transport
GO:0006889	calcium regulation in ER
GO:0006890	retrograde (Golgi to ER) transport
GO:0006891	intra-Golgi transport
GO:0006892	post Golgi transport
GO:0006893	Golgi to plasma membrane transport
GO:0006894	Golgi to secretory vesicle transport
GO:0006895	Golgi to endosome transport
GO:0006896	Golgi to vacuole transport
GO:0006897	endocytosis
GO:0006898	receptor mediated endocytosis
GO:0006899	non-selective vesicle transport
GO:0000069	centromere/kinetochore complex maturation
GO:0006900	non-selective vesicle budding
GO:0006901	non-selective vesicle coating
GO:0006902	non-selective vesicle assembly
GO:0006903	non-selective vesicle targeting
GO:0006904	non-selective vesicle docking
GO:0006905	vesicle transport
GO:0006906	non-selective vesicle fusion
GO:0006907	pinocytosis
GO:0006908	clathrin-independent pinocytosis
GO:0006909	phagocytosis
GO:0006910	phagocytosis, binding
GO:0006911	phagocytosis, engulfment
GO:0006912	phagosome formation
GO:0006913	nucleocytoplasmic transport
GO:0006914	autophagy
GO:0006915	apoptosis
GO:0006916	anti-apoptosis
GO:0006917	induction of apoptosis
GO:0006918	induction of apoptosis by p53
GO:0006919	caspase activation
GO:0006920	commitment to apoptosis
GO:0006921	disassembly of cell structures
GO:0006922	cleavage of lamin
GO:0006923	cleavage of cytoskeletal proteins
GO:0006924	peripheral killing of activated T-cells
GO:0006925	killing of inflammatory cells
GO:0006926	killing virus-infected cells
GO:0006927	killing transformed cells
GO:0006928	cell motility
GO:0006929	substrate-bound cell migration
GO:0006930	substrate-bound cell migration, cell extension
GO:0006931	substrate-bound cell migration, cell attachment to substrate
GO:0006932	substrate-bound cell migration, cell contraction
GO:0006933	substrate-bound cell migration, cell release, from substrate
GO:0006934	substrate-bound cell migration, adhesion receptor recycling
GO:0006935	chemotaxis
GO:0006936	muscle contraction
GO:0006937	muscle contraction regulation
GO:0006938	sarcomere alignment
GO:0006939	smooth muscle contraction
GO:0006940	smooth muscle contraction regulation
GO:0006941	striated muscle contraction
GO:0006942	striated muscle contraction regulation
GO:0006943	chemi-mechanical coupling
GO:0006944	membrane fusion
GO:0006945	nuclear fusion during karyogamy
GO:0006946	nuclear congression
GO:0006947	cell-cell fusion
GO:0006948	viral-induced cell-cell fusion
GO:0006949	syncytium formation
GO:0006950	stress response
GO:0006951	heat shock response
GO:0006952	defense response
GO:0006953	acute-phase response
GO:0006954	inflammatory response
GO:0006955	immune response
GO:0006956	complement activation
GO:0006957	complement activation, alternative pathway
GO:0006958	complement activation, classical pathway
GO:0006959	humoral immune response
GO:0006960	antimicrobial humoral response (sensu Invertebrata)
GO:0006961	antibacterial humoral response (sensu Invertebrata)
GO:0006962	male-specific antibacterial humoral response
GO:0006963	antibacterial polypeptide induction
GO:0006964	anti-Gram-negative bacterial polypeptide induction
GO:0006965	anti-Gram-positive bacterial polypeptide induction
GO:0006966	antifungal humoral response (sensu Invertebrata)
GO:0006967	antifungal polypeptide induction
GO:0006968	cellular defense response
GO:0006969	melanotic tumor response
GO:0006970	osmotic response
GO:0006971	hypotonic response
GO:0006972	hyperosmotic response
GO:0006973	intracellular accumulation of glycerol
GO:0006974	DNA damage response
GO:0006975	DNA damage induced protein phosphorylation
GO:0006976	DNA damage response, activation of p53
GO:0006977	DNA damage response, induction of cell arrest by p53
GO:0006978	DNA damage response, induction of cyclin-dependent protein kinase inhibitor p21
GO:0006979	oxidative stress response
GO:0006980	redox signal response
GO:0006981	activation of SoxR protein
GO:0006982	response to lipid hydroperoxide
GO:0006983	ER-overload response
GO:0006984	ER-nuclear signaling pathway
GO:0006985	EOR-mediated NF-kappaB activation
GO:0006986	unfolded protein response
GO:0006987	unfolded protein response, activation of signaling protein kinase/endonuclease
GO:0006988	unfolded protein response, cleavage of primary transcript encoding UFP-specific transcription factor
GO:0006989	unfolded protein response, ligation of mRNA encoding UFP-specific transcription factor by RNA ligase
GO:0006990	unfolded protein response, target gene transcriptional activation
GO:0006991	sterol depletion response
GO:0006992	sterol depletion response, sterol regulatory element binding-protein cleavage
GO:0006993	sterol depletion response, sterol regulatory element binding-protein nuclear translocation
GO:0006994	sterol depletion response, SREBP target gene transcriptional activation
GO:0006995	nitrogen starvation response
GO:0006996	organelle organization and biogenesis
GO:0006997	nuclear organization and biogenesis
GO:0006998	nuclear membrane organization and biogenesis
GO:0006999	nuclear pore organization and biogenesis
GO:0000007	low-affinity zinc ion transporter
GO:0000070	mitotic chromosome segregation
GO:0000700	mismatch base pair DNA N-glycosylase
GO:0007000	nucleolus organization and biogenesis
GO:0007001	chromosome organization and biogenesis (sensu Eukarya)
GO:0007002	centromere binding
GO:0007003	telomere binding
GO:0007004	telomere maintenance
GO:0007005	mitochondrion organization and biogenesis
GO:0007006	mitochondrial membrane organization and biogenesis
GO:0007007	inner mitochondrial membrane organization and biogenesis
GO:0007008	outer mitochondrial membrane organization and biogenesis
GO:0007009	plasma membrane organization and biogenesis
GO:0000701	purine-specific mismatch base pair DNA N-glycosylase
GO:0007010	cytoskeleton organization and biogenesis
GO:0007011	cytoskeletal regulation
GO:0007012	actin cytoskeleton reorganization
GO:0007013	actin modification
GO:0007014	indirect flight muscle actin ubiquitination
GO:0007015	actin filament organization
GO:0007016	cytoskeletal anchoring
GO:0007017	microtubule-based process
GO:0007018	microtubule-based movement
GO:0007019	microtubule depolymerization
GO:0000702	oxidized base lesion DNA N-glycosylase
GO:0007020	microtubule nucleation
GO:0007021	tubulin folding
GO:0007022	chaperonin-mediated tubulin folding
GO:0007023	post-chaperonin tubulin folding pathway
GO:0007024	alpha-tubulin folding
GO:0007025	beta-tubulin folding
GO:0007026	microtubule stabilization
GO:0007027	axonemal microtubule stabilization
GO:0007028	cytoplasm organization and biogenesis
GO:0007029	ER organization and biogenesis
GO:0000703	pyrimidine-specific oxidized base lesion DNA N-glycosylase
GO:0007030	Golgi organization and biogenesis
GO:0007031	peroxisome organization and biogenesis
GO:0007032	endosome organization and biogenesis
GO:0007033	vacuole organization and biogenesis
GO:0007034	vacuolar transport
GO:0007035	vacuolar acidification
GO:0007036	vacuolar calcium ion homeostasis
GO:0007037	vacuolar phosphate transport
GO:0007038	delivery of endocytosed proteins to the vacuole
GO:0007039	vacuolar protein degradation
GO:0000704	pyrimidine dimer DNA N-glycosylase
GO:0007040	lysosome organization and biogenesis
GO:0007041	lysosomal transport
GO:0007042	lysosomal lumen acidification
GO:0007043	intercellular junction assembly
GO:0007044	cell-substrate junction assembly
GO:0007045	hemi-adherens junction assembly
GO:0007046	ribosome biogenesis
GO:0007047	cell wall organization and biogenesis
GO:0007048	oncogenesis
GO:0007049	cell cycle
GO:0007050	cell cycle arrest
GO:0007051	spindle assembly
GO:0007052	mitotic spindle assembly
GO:0007053	male meiotic spindle assembly (sensu Drosophila, sensu Mus)
GO:0007054	male meiosis I spindle assembly
GO:0007055	male meiosis II spindle assembly
GO:0007056	female meiotic spindle assembly (sensu Drosophila, sensu Mus)
GO:0007057	female meiosis I spindle assembly
GO:0007058	female meiosis II spindle assembly
GO:0007059	chromosome segregation
GO:0007060	male meiosis chromosome segregation
GO:0007061	homologous chromosome segregation
GO:0007062	sister chromatid cohesion
GO:0007063	control of sister chromatid cohesion
GO:0007064	mitotic sister chromatid cohesion
GO:0007065	male meiosis sister chromatid cohesion
GO:0007066	female meiosis sister chromatid cohesion
GO:0007067	mitosis
GO:0007068	mitotic repression of transcription
GO:0007069	mitotic repression of transcription, from Pol I promoter
GO:0007070	mitotic repression of transcription, from Pol II promoter
GO:0007071	mitotic repression of transcription, from Pol III promoter
GO:0007072	activation of transcription on exit, from mitosis
GO:0007073	activation of transcription on exit, from mitosis, from Pol I promoter
GO:0007074	activation of transcription on exit, from mitosis, from Pol II promoter
GO:0007075	activation of transcription on exit, from mitosis, from Pol III promoter
GO:0007076	mitotic chromosome condensation
GO:0007077	mitotic nuclear envelope breakdown
GO:0007078	lamin depolymerization
GO:0007079	mitotic chromosome movement
GO:0007080	mitotic metaphase plate congression
GO:0007084	nuclear envelope reassembly
GO:0007085	nuclear membrane vesicle binding to chromatin
GO:0007086	nuclear membrane vesicle fusion
GO:0007087	nuclear pore complex reassembly
GO:0007088	control of mitosis
GO:0007089	start control point of mitotic cell cycle
GO:0007090	regulation of S phase of mitotic cell cycle
GO:0007091	mitotic metaphase/anaphase transition
GO:0007092	anaphase-promoting complex activation
GO:0007093	mitotic checkpoint
GO:0007094	mitotic spindle checkpoint
GO:0007095	mitotic G2 checkpoint
GO:0007096	exit, from mitosis
GO:0007097	nuclear migration
GO:0007098	centrosome cycle
GO:0007099	centriole replication
GO:0000071	mitotic spindle assembly (sensu Saccharomyces)
GO:0007100	centrosome separation
GO:0007101	male meiosis centrosome cycle
GO:0007102	spindle pole body and microtubule cycle (sensu Saccharomyces)
GO:0007103	spindle pole body duplication (sensu Saccharomyces)
GO:0007104	cytokinesis
GO:0007105	cytokinesis, site selection
GO:0007106	cytokinesis, protein recruitment
GO:0007107	cytokinesis, membrane recruitment/generation
GO:0007108	cytokinesis, initiation of separation
GO:0007109	cytokinesis, completion of separation
GO:0007110	cytokinesis after meiosis I
GO:0007111	cytokinesis after meiosis II
GO:0007112	male meiosis cytokinesis
GO:0007113	endomitotic cell cycle
GO:0007114	budding
GO:0007115	bud site selection/establishment of cell polarity (sensu Saccharomyces)
GO:0007116	budding control
GO:0007117	bud growth
GO:0007118	apical bud growth
GO:0007119	isotropic bud growth
GO:0007120	axial budding
GO:0007121	polar budding
GO:0007122	loss of asymmetric budding
GO:0007123	bud scar accumulation
GO:0007124	pseudohyphal growth
GO:0007125	invasive growth
GO:0007126	meiosis
GO:0007127	meiosis I
GO:0007128	meiotic prophase I
GO:0007129	synapsis
GO:0007130	synaptonemal complex formation
GO:0007131	meiotic recombination
GO:0007132	meiotic metaphase I
GO:0007133	meiotic anaphase I
GO:0007134	meiotic telophase I
GO:0007135	meiosis II
GO:0007136	meiotic prophase II
GO:0007137	meiotic metaphase II
GO:0007138	meiotic anaphase II
GO:0007139	meiotic telophase II
GO:0007140	male meiosis
GO:0007141	male meiosis I
GO:0007142	male meiosis II
GO:0007143	female meiosis
GO:0007144	female meiosis I
GO:0007145	female meiotic recombination
GO:0007146	recombination nodule assembly
GO:0007147	female meiosis II
GO:0007148	cell shape and cell size control
GO:0007149	colony morphology
GO:0007150	growth pattern
GO:0007151	sporulation (sensu Saccharomyces)
GO:0007152	spore wall assembly (sensu Saccharomyces)
GO:0007153	germination (sensu Saccharomyces)
GO:0007154	cell communication
GO:0007155	cell adhesion
GO:0007156	homophilic cell adhesion
GO:0007157	heterophilic cell adhesion
GO:0007158	neuronal cell adhesion
GO:0007159	leukocyte cell adhesion
GO:0007160	cell-matrix adhesion
GO:0007161	calcium-independent cell-matrix adhesion
GO:0007162	cell adhesion inhibition
GO:0007163	establishment and/or maintenance of cell polarity
GO:0007164	establishment of tissue polarity
GO:0007165	signal transduction
GO:0007166	cell surface receptor linked signal transduction
GO:0007167	enzyme linked receptor protein signaling pathway
GO:0007168	receptor guanylyl cyclase signaling pathway
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
GO:0007170	transmembrane receptor protein tyrosine kinase ligand binding
GO:0007171	transmembrane receptor protein tyrosine kinase activation (dimerization)
GO:0007172	signal complex formation
GO:0007173	EGF receptor signaling pathway
GO:0007174	EGF receptor ligand processing
GO:0007175	EGF receptor inhibition
GO:0007176	EGF receptor modulation
GO:0007177	EGF receptor down regulation
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007179	TGFbeta receptor signaling pathway
GO:0007180	TGFbeta ligand binding to type II receptor
GO:0007181	TGFbeta receptor complex assembly
GO:0007182	common-partner SMAD protein phosphorylation
GO:0007183	SMAD protein heteromerization
GO:0007184	SMAD protein nuclear translocation
GO:0007185	transmembrane receptor protein tyrosine phosphatase signaling pathway
GO:0007186	G-protein coupled receptor protein signaling pathway
GO:0007187	G-protein signaling, coupled to cyclic nucleotide second messenger
GO:0007188	G-protein signaling, coupled to cAMP nucleotide second messenger
GO:0007189	G-protein signaling, adenylate cyclase activating pathway
GO:0007190	adenylate cyclase activation
GO:0007191	dopamine receptor, adenylate cyclase activating pathway
GO:0007192	serotonin receptor, adenylate cyclase activating pathway
GO:0007193	G-protein signaling, adenylate cyclase inhibiting pathway
GO:0007194	adenylate cyclase inhibition
GO:0007195	dopamine receptor, adenylate cyclase inhibiting pathway
GO:0007196	metabotropic glutamate receptor, adenylate cyclase inhibiting pathway
GO:0007197	muscarinic acetyl choline receptor, adenylate cyclase inhibiting pathway
GO:0007198	serotonin receptor, adenylate cyclase inhibiting pathway
GO:0007199	G-protein signaling, coupled to cGMP nucleotide second messenger
GO:0000072	M-phase specific microtubule process
GO:0007200	G-protein signaling, coupled to IP3 second messenger (phospholipase C activating)
GO:0007201	G-protein dissociation
GO:0007202	phospholipase C activation
GO:0007203	phosphatidylinositol-4,5-bisphosphate hydrolysis
GO:0007204	cytosolic calcium ion concentration elevation
GO:0007205	protein kinase C activation
GO:0007206	metabotropic glutamate receptor, phospholipase C activating pathway
GO:0007207	muscarinic acetyl choline receptor, phospholipase C activating pathway
GO:0007208	serotonin receptor, phospholipase C activating pathway
GO:0007209	tachykinin receptor, phospholipase C activating pathway
GO:0007210	serotonin receptor signaling pathway
GO:0007211	octopamine/tyramine signaling pathway
GO:0007212	dopamine receptor signaling pathway
GO:0007213	acetyl choline receptor signaling, muscarinic pathway
GO:0007214	gamma-amino butyric acid signaling pathway
GO:0007215	glutamate signaling pathway
GO:0007216	metabotropic glutamate receptor signaling pathway
GO:0007217	tachykinin signaling pathway
GO:0007218	neuropeptide signaling pathway
GO:0007219	N receptor signaling pathway
GO:0007220	N receptor processing
GO:0007221	N receptor target transcription factor activation
GO:0007222	frizzled receptor signaling pathway
GO:0007223	frizzled-2 receptor signaling pathway
GO:0007224	smo receptor signaling pathway
GO:0007225	patched receptor ligand processing
GO:0007226	patched regulation of smooth receptor
GO:0007227	signal transduction downstream of smoothened receptor
GO:0007228	activation of hh target transcription factor
GO:0007229	integrin-mediated signaling pathway
GO:0007230	calcium-o-sensing receptor pathway
GO:0007231	osmosensory signaling pathway
GO:0007232	osmosensory signaling pathway via Sho1 osmosensor
GO:0007233	activation of Pbs2 kinase
GO:0007234	osmosensory signaling pathway via two-component system
GO:0007242	intracellular signaling cascade
GO:0007243	protein kinase cascade
GO:0007244	MAPKKK cascade (mating sensu Saccharomyces)
GO:0007245	activation of MAPKKK (mating sensu Saccharomyces)
GO:0007246	activation of MAPKK (mating sensu Saccharomyces)
GO:0007247	activation of MAPK (mating sensu Saccharomyces)
GO:0007248	nuclear translocation of MAPK (mating sensu Saccharomyces)
GO:0007249	NIK-I-kappaB/NF-kappaB cascade
GO:0007250	activation of NF-kappaB-inducing kinase
GO:0007251	activation of the inhibitor of kappa kinase
GO:0007252	phosphorylation of I-kappaB
GO:0007253	cytoplasmic sequestering of NF-kappaB
GO:0007254	JNK cascade
GO:0007255	activation of MAP/ERK kinase kinase
GO:0007256	activation of JUN kinase kinase
GO:0007257	activation of JUN kinase
GO:0007258	phosphorylation of JUN
GO:0007259	JAK-STAT cascade
GO:0007260	tyrosine phosphorylation of STAT protein
GO:0007261	STAT protein dimerization
GO:0007262	STAT protein nuclear translocation
GO:0007263	NO mediated signal transduction
GO:0007264	small GTPase mediated signal transduction
GO:0007265	RAS protein signal transduction
GO:0007266	Rho protein signal transduction
GO:0007267	cell-cell signaling
GO:0007268	synaptic transmission
GO:0007269	neurotransmitter release
GO:0007270	nerve-nerve synaptic transmission
GO:0007271	synaptic transmission, cholinergic
GO:0007272	ionic insulation of neurons by glial cells
GO:0007273	modulation of synapse
GO:0007274	neuromuscular synaptic transmission
GO:0007275	developmental processes
GO:0007276	gametogenesis
GO:0007277	pole cell development
GO:0007278	pole cell determination
GO:0007279	pole cell formation
GO:0007280	pole cell migration
GO:0007281	germ-cell development
GO:0007282	cystoblast cell division
GO:0007283	spermatogenesis
GO:0007284	spermatogonial cell division
GO:0007285	primary spermatocyte growth
GO:0007286	spermatid development
GO:0007287	Nebenkern formation
GO:0007288	axoneme assembly
GO:0007289	spermatid nuclear differentiation
GO:0007290	spermatid nuclear elongation
GO:0007291	sperm individualization
GO:0007292	oogenesis
GO:0007293	egg chamber formation
GO:0007294	oocyte determination
GO:0007295	egg chamber growth
GO:0007296	vitellogenesis
GO:0007297	follicle cell migration
GO:0007298	border cell migration
GO:0007299	follicle cell adhesion
GO:0000073	spindle pole body separation (sensu Saccharomyces)
GO:0007300	nurse cell/oocyte transport
GO:0007301	ring canal formation
GO:0007302	nurse cell nucleus anchoring
GO:0007303	cytoplasmic transport, nurse cell to oocyte
GO:0007304	eggshell formation
GO:0007305	vitelline membrane formation
GO:0007306	insect chorion formation
GO:0007307	chorion gene amplification
GO:0007308	oocyte construction
GO:0007309	axis determination
GO:0007310	dorsal/ventral axis determination
GO:0007311	maternal determination of dorsal/ventral axis, oocyte, germ-line encoded
GO:0007312	oocyte nucleus migration
GO:0007313	maternal determination of dorsal/ventral axis, oocyte, soma encoded
GO:0007314	anterior/posterior axis determination, oocyte
GO:0007315	pole plasm assembly
GO:0007316	pole plasm RNA localization
GO:0007317	regulation of oskar mRNA localization
GO:0007318	pole plasm protein localization
GO:0007319	repression of oskar mRNA translation
GO:0007320	insemination
GO:0007321	sperm displacement
GO:0007322	mating (sensu Saccharomyces)
GO:0007323	pheromone processing
GO:0007324	a-factor processing (proteolytic)
GO:0007325	a-factor export
GO:0007326	alpha-factor maturation
GO:0007327	pheromone degradation
GO:0007328	pheromone response (sensu Saccharomyces)
GO:0007329	pheromone induction of gene expression, from Pol II promoter
GO:0007330	signal transduction of mating signal (sensu Saccharomyces)
GO:0007331	adaptation to mating signal (sensu Saccharomyces)
GO:0007332	shmooing
GO:0007334	agglutination (sensu Saccharomyces)
GO:0007335	karyogamy
GO:0007338	fertilization (sensu Animalia)
GO:0007339	binding of sperm to zona pellucida
GO:0007340	acrosome reaction
GO:0007341	penetration of zona pellucida
GO:0007342	binding/fusion of sperm to egg plasma membrane
GO:0007343	egg activation
GO:0007344	pronuclear fusion
GO:0007345	embryogenesis and morphogenesis
GO:0007346	mitotic cycle control
GO:0007347	preblastoderm mitotic cycle control
GO:0007348	syncytial blastoderm mitotic cycle control
GO:0007349	cellularization
GO:0007350	blastoderm segmentation
GO:0007351	regional subdivision
GO:0007352	zygotic determination of dorsal/ventral axis
