class	size	virtual_size	pval (mean)	raw score (mean)	pval  (median)	virtual_size (median)	hyper pval	aroc rate	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
RNA polymerase I transcription factor complex(GO:0000120)	6	5	0.3594	0.728553386	0.3115	5	0.99624343	0.592472147	0.174152408	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
RNA polymerase III transcription factor(GO:0003709)	6	5	0.0535	0.634929663	0.3962	5	0.99624343	0.715838603	0.174152408	0.011274027	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
RNA splicing(GO:0008380)	115	95	0.4742	0.40727378	0.6953	95	0.930532556	0.485958486	0.106824348	0.195153477	0.46488199	0.794067644	0.930532556	0.971617822	0.971617822	0.985707838	0.985707838	0.985707838
rough endoplasmic reticulum(GO:0005791)	7	5	0.6237	0.404989048	0.6953	5	0.99624343	0.431255646	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
rRNA metabolism(GO:0016072)	4	4	0.8083	0.557159775	0.4961	4	0.996993839	0.463533042	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
rRNA modification(GO:0000154)	4	4	0.8083	0.557159775	0.4961	4	0.996993839	0.463533042	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
rRNA processing(GO:0006364)	21	20	0.6095	0.449368124	0.6454	20	0.985041406	0.4838992	0.179281934	0.484779302	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
S phase of mitotic cell cycle(GO:0000084)	101	85	0.5771	0.340597274	0.7868	85	0.937657581	0.459660792	0.111768819	0.224404127	0.504181076	0.813705099	0.937657581	0.974586179	0.974586179	0.987212276	0.987212276	0.987212276
S-adenosylmethionine-dependent methyltransferase(GO:0008757)	34	30	0.5626	0.402194025	0.6953	30	0.97762954	0.461407486	0.117571622	0.337251223	0.786083714	0.930104385	0.97762954	0.990993065	0.990993065	0.995486686	0.995486686	0.995486686
salivary gland development(GO:0007431)	7	6	0.864	0.308149665	0.8398	6	0.995493473	0.397430106	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
salivary gland morphogenesis(GO:0007435)	7	6	0.864	0.308149665	0.8398	6	0.995493473	0.397430106	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
sarcomere(GO:0030017)	44	29	0.6237	0.348421574	0.7868	29	0.978368713	0.469867967	0.128562529	0.349722437	0.792429858	0.9323585	0.978368713	0.99129264	0.99129264	0.99563713	0.99563713	0.99563713
sarcoplasm(GO:0016528)	6	5	0.3477	0.580110309	0.4597	5	0.99624343	0.678620897	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
sarcoplasmic reticulum(GO:0016529)	6	5	0.3477	0.580110309	0.4597	5	0.99624343	0.678620897	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
scavenger receptor(GO:0005044)	5	5	0.5177	0.351103552	0.7725	5	0.99624343	0.530683529	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
secondary metabolism(GO:0019748)	7	7	0.7624	0.419086423	0.6845	7	0.994743967	0.489049053	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
second-messenger-mediated signaling(GO:0019932)	60	49	0.5177	0.341406752	0.7868	49	0.96366993	0.490748588	0.131591766	0.307120215	0.674558044	0.888234834	0.96366993	0.985309748	0.985309748	0.992628253	0.992628253	0.992628253
secreted phospholipase A2(GO:0004624)	7	6	0.5933	0.394597976	0.7111	6	0.995493473	0.544421021	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
secretin-like receptor(GO:0001633)	5	5	0.5771	0.466990978	0.6204	5	0.99624343	0.588738332	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
secretory granule(GO:0030141)	10	8	0.6989	0.458246075	0.6329	8	0.993994913	0.474054828	0.211059741	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
secretory pathway(GO:0045045)	87	70	0.5015	0.31293501	0.8269	70	0.948426889	0.475972545	0.118783288	0.261536845	0.569313251	0.844016685	0.948426889	0.979047202	0.979047202	0.989468933	0.989468933	0.989468933
secretory vesicle membrane(GO:0005804)	5	4	0.2586	0.985101613	0.1571	4	0.996993839	0.630626223	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
secretory vesicle(GO:0005803)	25	20	0.2498	0.61555608	0.4189	20	0.985041406	0.514108948	0.033109821	0.484779302	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
selenium binding(GO:0008430)	15	13	0.5933	0.287830307	0.8645	13	0.990256407	0.445989193	0.225895184	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
sensory organ development(GO:0007423)	18	15	0.4453	0.303649437	0.8398	15	0.988764159	0.499527543	0.243696767	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
sensory perception(GO:0007600)	83	69	0.3373	0.418403015	0.6845	69	0.949148346	0.576248893	0.023665382	0.216976264	0.321619621	0.846074634	0.949148346	0.979344966	0.979344966	0.989619377	0.989619377	0.989619377
septin ring(GO:0005940)	7	5	0.5309	0.618145172	0.4189	5	0.99624343	0.600271003	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
serine esterase(GO:0004759)	10	10	0.4197	0.488905767	0.5932	10	0.992498158	0.460027121	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
serine family amino acid biosynthesis(GO:0009070)	5	4	0.0846	1.364968879	0.0534	4	0.996993839	0.618997441	0.126875647	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
serine family amino acid catabolism(GO:0009071)	6	6	0.9795	0.186398998	0.9563	6	0.995493473	0.232720976	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
serine family amino acid metabolism(GO:0009069)	15	14	0.3951	0.296055522	0.8541	14	0.989510058	0.449204195	0.236754398	0.074275761	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
serine metabolism(GO:0006563)	7	6	0.5177	0.26011925	0.8857	6	0.995493473	0.401822015	0.401216791	0.177926571	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
serine protease inhibitor(GO:0004867)	49	43	0.4742	0.344472124	0.7868	43	0.968060886	0.476053977	0.158603158	0.259525368	0.707985073	0.901261963	0.968060886	0.987102714	0.987102714	0.993530916	0.993530916	0.993530916
serine-type endopeptidase(GO:0004252)	71	59	0.5471	0.290441736	0.8541	59	0.956387089	0.43810009	0.074510082	0.275911374	0.297703918	0.866914489	0.956387089	0.982325093	0.982325093	0.991123815	0.991123815	0.991123815
serine-type peptidase(GO:0008236)	75	63	0.5626	0.303626135	0.8398	63	0.953486311	0.444343189	0.055389329	0.272509562	0.307966695	0.858521459	0.953486311	0.981132499	0.981132499	0.99052204	0.99052204	0.99052204
serpin(GO:0004868)	24	20	0.5177	0.344472124	0.7868	20	0.985041406	0.450158443	0.231068651	0.3579722	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
sex differentiation(GO:0007548)	7	6	0.7776	0.416427191	0.6845	6	0.995493473	0.442754605	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
SH3/SH2 adaptor protein(GO:0005070)	40	35	0.4453	0.381941438	0.7296	35	0.973940376	0.508992308	0.176246867	0.364276309	0.75509342	0.918910239	0.973940376	0.989495871	0.989495871	0.994734467	0.994734467	0.994734467
sialyltransferase(GO:0008373)	14	13	0.6989	0.230164986	0.917	13	0.990256407	0.371617078	0.287170041	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
sigma DNA polymerase(GO:0019984)	10	9	0.6829	0.243097768	0.9065	9	0.99324631	0.400940712	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
signal recognition particle(GO:0005786)	11	8	0.208	0.624279977	0.407	8	0.993994913	0.620782497	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
signal sequence receptor(GO:0005048)	9	6	0.7302	0.357972632	0.7725	6	0.995493473	0.429152236	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
signalosome complex(GO:0008180)	10	8	0.5309	0.493955212	0.5805	8	0.993994913	0.51707712	0.211059741	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
single-strand break repair(GO:0000012)	5	4	0.4593	0.653021466	0.3729	4	0.996993839	0.60183652	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
single-stranded DNA binding(GO:0003697)	24	21	0.5015	0.443649247	0.6454	21	0.984298203	0.502493784	0.156261173	0.467515394	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
single-stranded RNA binding(GO:0003727)	16	14	0.7776	0.163055906	0.9688	14	0.989510058	0.347871034	0.275843115	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
skeletal development(GO:0001501)	71	56	0.3825	0.459182687	0.6329	56	0.958567302	0.528886794	0.099762937	0.276786494	0.289362376	0.873259675	0.958567302	0.983220015	0.983220015	0.991575147	0.991575147	0.991575147
SMAD protein heteromerization(GO:0007183)	6	5	0.0447	0.786774527	0.2615	5	0.99624343	0.626528154	0.174152408	0.153710562	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
small molecule transport(GO:0006832)	102	91	0.5471	0.367117732	0.7555	91	0.933377349	0.475251259	0.107855957	0.1237472	0.356109414	0.801868695	0.933377349	0.972804622	0.972804622	0.986309613	0.986309613	0.986309613
small monomeric GTPase(GO:0003925)	100	81	0.5177	0.362580324	0.7555	81	0.940519782	0.481175002	0.111916051	0.158626319	0.520797598	0.82168682	0.940519782	0.975774789	0.975774789	0.987814051	0.987814051	0.987814051
small nuclear ribonucleoprotein complex(GO:0030532)	13	11	0.4453	0.480329483	0.5932	11	0.991750457	0.505000274	0.192163691	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
small nuclear ribonucleoprotein(GO:0003734)	21	18	0.4089	0.480329483	0.5932	18	0.986529159	0.524823587	0.117759428	0.521234456	0.865641886	0.957494132	0.986529159	0.99459095	0.99459095	0.997292011	0.997292011	0.997292011
small nucleolar ribonucleoprotein complex(GO:0005732)	18	17	0.5626	0.557159775	0.4961	17	0.987273709	0.520051459	0.246938359	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
small protein activating enzyme(GO:0008641)	7	5	0.3477	0.907226738	0.1936	5	0.99624343	0.656850346	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
small protein conjugating enzyme(GO:0008639)	60	46	0.3726	0.496032368	0.5805	46	0.965863412	0.53065741	0.081396701	0.266945294	0.257266252	0.894726172	0.965863412	0.986206028	0.986206028	0.993079585	0.993079585	0.993079585
small ribosomal subunit(GO:0015935)	67	48	0.6516	0.373510787	0.7412	48	0.964400647	0.442301864	0.036311596	0.175258241	0.680019635	0.890393691	0.964400647	0.985608463	0.985608463	0.992778697	0.992778697	0.992778697
small-molecule carrier or transporter(GO:0005468)	12	9	0.4089	0.412109519	0.6845	9	0.99324631	0.532372535	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
S-methyltransferase(GO:0008172)	4	4	0.8996	0.461325747	0.6204	4	0.996993839	0.407647147	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
smooth endoplasmic reticulum(GO:0005790)	6	6	0.4089	0.841426444	0.2301	6	0.995493473	0.611880741	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
smooth muscle contraction regulation(GO:0006940)	4	4	0.5471	0.653021466	0.3729	4	0.996993839	0.556525666	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
smooth muscle contraction(GO:0006939)	8	8	0.1735	0.773039406	0.2681	8	0.993994913	0.665198072	0.116745444	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
SNAP receptor(GO:0005484)	7	7	0.6989	0.265968663	0.8857	7	0.994743967	0.397633391	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
SNARE binding(GO:0000149)	6	5	0.4314	0.529633617	0.5347	5	0.99624343	0.6055405	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
snRNP U1(GO:0005685)	5	5	0.4314	0.171340103	0.9629	5	0.99624343	0.450617284	0.174152408	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
sodium channel(GO:0005272)	8	7	0.223	0.783913308	0.2615	7	0.994743967	0.623730637	0.088589064	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
sodium transport(GO:0006814)	27	23	0.1172	0.769303346	0.2791	23	0.982813142	0.646909788	0.008914026	0.149437292	0.154243921	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
sodium transporter(GO:0015081)	45	37	0.5626	0.451536875	0.6329	37	0.972467833	0.490199125	0.149363482	0.261514512	0.743035779	0.914468048	0.972467833	0.98889731	0.98889731	0.994433579	0.994433579	0.994433579
sodium/potassium-exchanging ATPase complex(GO:0005890)	8	7	0.5015	0.205463159	0.9419	7	0.994743967	0.42788296	0.385408169	0.200235489	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
sodium/potassium-exchanging ATPase(GO:0005391)	11	9	0.4314	0.367117732	0.7555	9	0.99324631	0.479110174	0.288337889	0.239543964	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
sodium:dicarboxylate/tricarboxylate cotransporter(GO:0005311)	5	4	0.7624	0.114882008	0.9884	4	0.996993839	0.305283757	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
solute:cation antiporter(GO:0015298)	5	4	0.208	0.769303346	0.2791	4	0.996993839	0.647937679	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
solute:cation symporter(GO:0015294)	14	14	0.5177	0.317909101	0.8269	14	0.989510058	0.404675755	0.275843115	0.311155874	0.100783598	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
solute:sodium symporter(GO:0015370)	13	13	0.823	0.152791462	0.9727	13	0.990256407	0.359395654	0.222864843	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
solute:solute antiporter(GO:0015300)	5	4	0.208	0.769303346	0.2791	4	0.996993839	0.647937679	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
specific RNA polymerase II transcription factor(GO:0003704)	38	29	0.5626	0.391441877	0.7111	29	0.978368713	0.484363439	0.128562529	0.349722437	0.792429858	0.9323585	0.978368713	0.99129264	0.99129264	0.99563713	0.99563713	0.99563713
spermatid development(GO:0007286)	5	4	0.2878	0.294598185	0.8541	4	0.996993839	0.507225651	0.39450791	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
spermatogenesis(GO:0007283)	45	40	0.5471	0.435795693	0.6565	40	0.970262358	0.499685939	0.157649794	0.116155884	0.725302719	0.907842494	0.970262358	0.987999809	0.987999809	0.993982248	0.993982248	0.993982248
sphingolipid biosynthesis(GO:0030148)	6	5	0.6516	0.442635381	0.6454	5	0.99624343	0.432249322	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
sphingolipid metabolism(GO:0006665)	18	17	0.6675	0.434400083	0.6565	17	0.987273709	0.490338036	0.133797983	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
spindle assembly(GO:0007051)	17	10	0.6989	0.56828251	0.4832	10	0.992498158	0.504037969	0.143009978	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
spindle pole body(GO:0005816)	12	10	0.0561	0.766572349	0.2791	10	0.007481518	0.644734067	0.169695694	0.256737304	0.074289781	0.023586158	0.007481518	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
spindle pole(GO:0030615)	14	12	0.0915	0.766572349	0.2791	12	0.008967002	0.610349159	0.211005539	0.286652362	0.087756184	0.02817559	0.008967002	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
spindle(GO:0005819)	20	18	0.1947	0.416302584	0.6845	18	0.013401906	0.579105278	0.196265714	0.346294021	0.125562165	0.041693122	0.013401906	0.99459095	0.99459095	0.997292011	0.997292011	0.997292011
spliceosome assembly(GO:0000245)	11	9	0.8767	0.22947199	0.9238	9	0.99324631	0.362324663	0.335902579	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
spliceosome complex(GO:0005681)	78	62	0.5015	0.362080192	0.7555	62	0.954210845	0.478186004	0.130252981	0.105203247	0.607355702	0.860612545	0.954210845	0.98143058	0.98143058	0.990672484	0.990672484	0.990672484
steroid binding(GO:0005496)	35	29	0.3825	0.437861843	0.6565	29	0.978368713	0.516678651	0.192835336	0.193246516	0.185495689	0.9323585	0.978368713	0.99129264	0.99129264	0.99563713	0.99563713	0.99563713
steroid biosynthesis(GO:0006694)	50	38	0.2878	0.43655847	0.6565	38	0.027952933	0.496288952	0.136373598	0.106560961	0.033210193	0.084114459	0.027952933	0.988598098	0.988598098	0.994283135	0.994283135	0.994283135
steroid dehydrogenase(GO:0016229)	11	9	0.7624	0.127470802	0.9855	9	0.99324631	0.325499648	0.335902579	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
steroid hormone receptor(GO:0003707)	28	19	0.5626	0.446566057	0.6454	19	0.985785058	0.501373757	0.196014038	0.502677912	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
steroid metabolism(GO:0008202)	71	57	0.3477	0.397918294	0.7111	57	0.041449201	0.496501877	0.126731226	0.092370269	0.065063729	0.120833382	0.041449201	0.982921662	0.982921662	0.991424703	0.991424703	0.991424703
sterol biosynthesis(GO:0016126)	7	6	0.2964	0.332808637	0.8009	6	0.995493473	0.47585705	0.215134072	0.177926571	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
sterol carrier(GO:0005498)	5	4	0.0227	1.347647275	0.0582	4	0.996993839	0.742699082	0.126875647	0.127478061	0.031151176	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
sterol metabolism(GO:0016125)	42	31	0.4314	0.43655847	0.6565	31	0.976890814	0.501672388	0.187034714	0.372877429	0.779787441	0.927855379	0.976890814	0.990693536	0.990693536	0.995336242	0.995336242	0.995336242
sterol transporter(GO:0015248)	7	5	0.223	0.303983665	0.8398	5	0.99624343	0.457542909	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
store-operated calcium channel(GO:0015279)	6	5	0.3825	0.510067523	0.5534	5	0.99624343	0.605028606	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
striated muscle contraction regulation(GO:0006942)	5	4	0.5933	0.504233716	0.5662	4	0.996993839	0.527321993	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
striated muscle contraction(GO:0006941)	20	16	0.6374	0.348421574	0.7868	16	0.988018709	0.46958415	0.246554144	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
striated muscle thick filament(GO:0005863)	4	4	0.9209	0.307047383	0.8398	4	0.996993839	0.381830498	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
striated muscle thin filament(GO:0005865)	31	17	0.6374	0.348421574	0.7868	17	0.987273709	0.458539615	0.230040359	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
structural constituent of bone(GO:0008147)	6	4	0.1666	0.958066757	0.1676	4	0.996993839	0.705855788	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
structural constituent of cell wall(GO:0005199)	31	25	0.2156	0.60346939	0.4305	25	0.981329875	0.623304138	0.134076221	0.164899139	0.818320941	0.941426277	0.981329875	0.992491392	0.992491392	0.996238905	0.996238905	0.996238905
structural constituent of cytoskeleton(GO:0005200)	125	97	0.5309	0.316106822	0.8269	97	0.068838938	0.449070591	0.028213849	0.221964818	0.361872328	0.187663483	0.068838938	0.971024694	0.971024694	0.985406951	0.985406951	0.985406951
structural constituent of eye lens(GO:0005212)	25	20	0.4089	0.437968981	0.6565	20	0.985041406	0.526799457	0.21073317	0.3579722	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
structural constituent of muscle(GO:0008307)	40	27	0.6989	0.308150106	0.8398	27	0.979848399	0.448321584	0.030278501	0.376059136	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
subtilase(GO:0004289)	17	13	0.8996	0.204154728	0.9419	13	0.990256407	0.291308179	0.079744785	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
sugar binding(GO:0005529)	41	33	0.4314	0.476773958	0.6041	33	0.975414703	0.535571927	0.177081833	0.369234625	0.767342975	0.923372654	0.975414703	0.990094613	0.990094613	0.995035354	0.995035354	0.995035354
sugar porter(GO:0005351)	21	17	0.2878	0.368572974	0.7555	17	0.987273709	0.519572354	0.246938359	0.339073921	0.119523932	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
sulfotransferase(GO:0008146)	12	12	0.5771	0.707611002	0.3283	12	0.991003207	0.516314996	0.2499014	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
sulfur amino acid metabolism(GO:0000096)	9	9	0.3825	0.474333366	0.6041	9	0.99324631	0.483529175	0.288337889	0.239543964	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
sulfur metabolism(GO:0006790)	5	5	0.3594	0.422715056	0.6697	5	0.99624343	0.580849142	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
sulfuric ester hydrolase(GO:0008484)	6	5	0.7142	0.780729914	0.2615	5	0.99624343	0.653748871	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
superoxide metabolism(GO:0006801)	6	4	0.6989	0.526359777	0.5347	4	0.996993839	0.505682673	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
symporter(GO:0015293)	27	25	0.3951	0.214271651	0.9335	25	0.981329875	0.440616128	0.187660832	0.164899139	0.165034284	0.941426277	0.981329875	0.992491392	0.992491392	0.996238905	0.996238905	0.996238905
synaptic junction(GO:0045202)	13	10	0.2878	0.722138762	0.3115	10	0.992498158	0.601265632	0.307272537	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
synaptic vesicle endocytosis(GO:0008099)	18	14	0.6095	0.301212438	0.8398	14	0.989510058	0.460285154	0.19757089	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
synaptic vesicle exocytosis(GO:0016079)	5	4	0.3825	0.621875391	0.407	4	0.996993839	0.499322595	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
synaptic vesicle transport(GO:0016181)	24	19	0.5771	0.276470447	0.8762	19	0.985785058	0.453014325	0.101302699	0.502677912	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
synaptic vesicle(GO:0008021)	49	38	0.4089	0.420937015	0.6697	38	0.971732229	0.512044979	0.096804485	0.241963209	0.737078004	0.912254509	0.971732229	0.988598098	0.988598098	0.994283135	0.994283135	0.994283135
synaptonemal complex(GO:0005716)	12	11	0.6675	0.351542406	0.7725	11	0.991750457	0.463765138	0.278262899	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
tachykinin signaling pathway(GO:0007217)	4	4	0.0915	0.632886457	0.3962	4	0.996993839	0.604470872	0.39450791	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
tachykinin(GO:0008648)	4	4	0.0915	0.632886457	0.3962	4	0.996993839	0.604470872	0.39450791	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
TCA cycle enzyme complex (sensu Eukarya)(GO:0030062)	4	4	0.864	0.440847764	0.6454	4	0.996993839	0.376524161	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
TCA cycle enzyme complex(GO:0045239)	4	4	0.864	0.440847764	0.6454	4	0.996993839	0.376524161	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
TCA intermediate metabolism(GO:0006100)	12	11	0.5471	0.345967926	0.7868	11	0.991750457	0.43539372	0.278262899	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
